mID,CastID,Role
0055614,0001995,actor
0055614,0000937,actor
0055614,0848560,actor
0055614,0001549,actor
0055614,0643000,actor
0055614,0321982,actor
0055614,0104245,actor
0055614,0810233,actor
0055614,0603286,actor
0055614,0200597,actor
0055614,0270914,actor
0055614,0584290,actor
0055614,0063774,actor
0055614,0051551,actor
0055614,0853531,actor
0055614,0262823,actor
0055614,0008065,actor
9639470,5057169,actor
9639470,5896355,actor
9639470,1741002,actor
9639470,0001671,actor
9639470,4216045,actor
9639470,0878240,actor
9639470,0532067,actor
9639470,3915767,actor
9639470,8357122,actor
9639470,9438171,actor
9639470,6204053,actor
9639470,7055742,actor
9639470,10417728,actor
9639470,9692021,actor
9639470,0572965,actor
9639470,9831802,actor
9639470,0000654,actor
9639470,1242080,actor
13403046,8402992,actor
13403046,1659221,actor
13403046,6851510,actor
13403046,4490375,actor
13403046,3912883,actor
13403046,3114649,actor
13403046,2322192,actor
13403046,7258379,actor
13403046,1372589,actor
13403046,10832182,actor
13403046,8761380,actor
13403046,4478640,actor
13403046,0408948,actor
13403046,10223543,actor
13403046,9706622,actor
13403046,0182099,actor
13403046,5025950,actor
13403046,4339274,actor
0144084,0000288,actor
0144084,0857620,actor
0144084,0524197,actor
0144084,0756083,actor
0144084,0001721,actor
0144084,0000702,actor
0144084,0000526,actor
0144084,0743671,actor
0144084,0001467,actor
0144084,0000353,actor
0144084,0786806,actor
0144084,0877587,actor
0144084,0091505,actor
0144084,0576702,actor
0144084,0146146,actor
0144084,0930127,actor
0144084,0198695,actor
0144084,0366003,actor
11271038,6076229,actor
11271038,11866274,actor
11271038,0000576,actor
11271038,0001823,actor
11271038,13097991,actor
11271038,13097973,actor
11271038,5928079,actor
11271038,13165571,actor
11271038,13165572,actor
11271038,13165573,actor
11271038,0818587,actor
11271038,13165574,actor
11271038,13165575,actor
11271038,13165576,actor
11271038,7473839,actor
11271038,0814114,actor
11271038,4326281,actor
11271038,0388477,actor
10095582,0000243,actor
10095582,0000531,actor
10095582,1307435,actor
10095582,1584487,actor
10095582,0322407,actor
10095582,3659660,actor
10095582,0577982,actor
10095582,0027215,actor
10095582,5090093,actor
10095582,9458718,actor
10095582,0402898,actor
10095582,0836954,actor
10095582,0859921,actor
10095582,5212070,actor
10095582,0740535,actor
10095582,3711953,actor
10095582,7698748,actor
10095582,5699472,actor
3228774,1297015,actor
3228774,0000668,actor
3228774,2181128,actor
3228774,3236159,actor
3228774,2312391,actor
3228774,2387806,actor
3228774,0835016,actor
3228774,1315378,actor
3228774,4624730,actor
3228774,5857152,actor
3228774,11070112,actor
3228774,4942550,actor
3228774,4963600,actor
3228774,9245821,actor
3228774,0063311,actor
3228774,6554076,actor
3228774,1095324,actor
3228774,2915509,actor
12585076,0819850,actor
12585076,0103785,actor
12585076,0940974,actor
12585076,4731139,actor
12585076,4965072,actor
12585076,9109723,actor
12585076,3813298,actor
12585076,7093076,actor
12585076,2864252,actor
12585076,7738736,actor
12585076,0010837,actor
12585076,6705372,actor
12585076,6185683,actor
12585076,13536500,actor
12585076,8620050,actor
12585076,5891786,actor
12585076,2345104,actor
12585076,5924098,actor
11214590,3078932,actor
11214590,3485845,actor
11214590,0000199,actor
11214590,0000460,actor
11214590,0001467,actor
11214590,1658935,actor
11214590,0000161,actor
11214590,1001515,actor
11214590,0516020,actor
11214590,1614523,actor
11214590,1891185,actor
11214590,1454881,actor
11214590,0138840,actor
11214590,12384182,actor
11214590,0623854,actor
11214590,6221923,actor
11214590,0682123,actor
11214590,0849135,actor
11924384,12666304,actor
11924384,1981893,actor
11924384,0080438,actor
11924384,7703116,actor
11924384,2697883,actor
11924384,8701411,actor
11924384,9404110,actor
11924384,4464722,actor
11924384,4234659,actor
11924384,7578896,actor
11924384,5121064,actor
11924384,9169920,actor
2184390,0502342,actor
2184390,1130496,actor
2184390,4396442,actor
2184390,2366201,actor
2184390,1558628,actor
2184390,0241759,actor
2184390,0128731,actor
2184390,9811146,actor
2184390,0918195,actor
2184390,6627438,actor
2184390,2345460,actor
2184390,2882492,actor
2184390,8027543,actor
2184390,11682644,actor
2184390,8477650,actor
2184390,8417493,actor
2184390,7200497,actor
2184390,7024122,actor
12412888,0005188,actor
12412888,0000120,actor
12412888,2355635,actor
12412888,1754366,actor
12412888,0252961,actor
12412888,5625020,actor
12412888,1269723,actor
12412888,0005245,actor
12412888,2837384,actor
12412888,0642601,actor
12412888,9961714,actor
12412888,0125148,actor
12412888,8442868,actor
12412888,6976481,actor
12412888,1004344,actor
12412888,2814333,actor
12412888,0369720,actor
12412888,2035497,actor
2322441,0424848,actor
2322441,1946193,actor
2322441,0000383,actor
2322441,3037833,actor
2322441,0711559,actor
2322441,2093766,actor
2322441,0001315,actor
2322441,1357683,actor
2322441,0242882,actor
2322441,0719678,actor
2322441,0014803,actor
2322441,0623604,actor
2322441,6665157,actor
2322441,0803896,actor
2322441,4350371,actor
2322441,3424969,actor
2322441,0206079,actor
2322441,0125148,actor
0119173,0000193,actor
0119173,0001557,actor
0119173,0000843,actor
0119173,0000892,actor
0119173,0901926,actor
0119173,0383422,actor
0119173,0300824,actor
0119173,0913175,actor
0119173,0883008,actor
0119173,0004820,actor
0119173,0005020,actor
0119173,0001029,actor
0119173,0005089,actor
0119173,0202819,actor
0119173,0709078,actor
0119173,0069131,actor
0119173,0934113,actor
0119173,0421087,actor
11324406,0001057,actor
11324406,3849842,actor
11324406,0836121,actor
11324406,0000147,actor
11324406,2851530,actor
11324406,3747611,actor
11324406,1679669,actor
11324406,2200639,actor
11324406,4969783,actor
11324406,0347375,actor
11324406,4609822,actor
11324406,5237304,actor
11324406,4556061,actor
11324406,1146857,actor
11324406,1495175,actor
11324406,3673618,actor
11324406,2610597,actor
11324406,0571930,actor
1345836,0000288,actor
1345836,0362766,actor
1345836,0004266,actor
1345836,0000198,actor
1345836,0330687,actor
1345836,0182839,actor
1345836,0000151,actor
1345836,0000323,actor
1345836,0000546,actor
1345836,0009530,actor
1345836,0578853,actor
1345836,1218607,actor
1345836,0839326,actor
1345836,0318821,actor
1345836,1404145,actor
1345836,2465744,actor
1345836,0004801,actor
1345836,0191442,actor
11198330,0175916,actor
11198330,4972453,actor
11198330,8458664,actor
11198330,1741002,actor
11198330,0869750,actor
11198330,0078925,actor
11198330,0406975,actor
11198330,4420495,actor
11198330,8844328,actor
11198330,6854116,actor
11198330,6917958,actor
11198330,1507708,actor
11198330,2131630,actor
11198330,0395257,actor
11198330,0574615,actor
11198330,2765916,actor
11198330,0665473,actor
11198330,2418667,actor
8430054,12950877,actor
8430054,12950879,actor
8430054,12950880,actor
8430054,7185483,actor
8430054,12950881,actor
8430054,12950882,actor
8430054,12950883,actor
8430054,5738781,actor
8430054,12950884,actor
8430054,12950885,actor
8430054,12950886,actor
8430054,12950887,actor
8430054,12950888,actor
8430054,0578202,actor
8430054,1984435,actor
8430054,12950889,actor
8430054,3214892,actor
8430054,12950890,actor
5109280,4511652,actor
5109280,5377144,actor
5109280,2110418,actor
5109280,9865891,actor
5109280,0196654,actor
5109280,0938950,actor
5109280,2033115,actor
5109280,0644897,actor
5109280,8009776,actor
5109280,0814586,actor
5109280,0876138,actor
5109280,11260551,actor
5109280,1901842,actor
5109280,8773928,actor
5109280,0661864,actor
5109280,0437646,actor
5109280,7153883,actor
5109280,5224900,actor
0120338,0000138,actor
0120338,0000701,actor
0120338,0000708,actor
0120338,0000870,actor
0120338,0004920,actor
0120338,0001784,actor
0120338,0000200,actor
0120338,0384060,actor
0120338,0001831,actor
0120338,0001255,actor
0120338,0404993,actor
0120338,0000751,actor
0120338,0008656,actor
0120338,0143167,actor
0120338,0755972,actor
0120338,0001572,actor
0120338,0058029,actor
0120338,0829380,actor
10298810,0262635,actor
10298810,1551130,actor
10298810,0169806,actor
10298810,0812307,actor
10298810,2499064,actor
10298810,0000981,actor
10298810,0708293,actor
10298810,0926086,actor
10298810,0815831,actor
10298810,0568056,actor
3402236,0000110,actor
3402236,0004851,actor
3402236,0000353,actor
3402236,0001132,actor
3402236,5469396,actor
3402236,9297442,actor
3402236,4731610,actor
3402236,0745860,actor
3402236,0505404,actor
3402236,1507556,actor
3402236,0519034,actor
3402236,5121393,actor
3402236,2301662,actor
3402236,5397459,actor
3402236,1502434,actor
3402236,4213457,actor
3402236,3335517,actor
3402236,9389251,actor
5052448,2257207,actor
5052448,4129745,actor
5052448,0925966,actor
5052448,0001416,actor
5052448,2655177,actor
5052448,5436968,actor
5052448,3340597,actor
5052448,3147751,actor
5052448,0740535,actor
5052448,2577076,actor
5052448,2214493,actor
5052448,0932847,actor
5052448,0488255,actor
5052448,4152547,actor
5052448,0186657,actor
5052448,1046808,actor
5052448,6162435,actor
5052448,0378800,actor
0077413,0001811,actor
0077413,0001201,actor
0077413,0531546,actor
0077413,0000945,actor
0077413,0001042,actor
0077413,0000012,actor
0077413,0277424,actor
0077413,0001377,actor
0077413,0424102,actor
0077413,0001421,actor
0077413,0001450,actor
0077413,0000057,actor
0077413,0001749,actor
0077413,0912001,actor
0077413,0028674,actor
0077413,0910737,actor
0077413,0347015,actor
0077413,0382799,actor
10648342,2394794,actor
10648342,0169806,actor
10648342,0000288,actor
10648342,0000204,actor
10648342,0000128,actor
10648342,0695435,actor
10648342,0000354,actor
10648342,1165110,actor
10648342,0565250,actor
10648342,1935086,actor
10648342,0000554,actor
10648342,1526352,actor
10648342,1292661,actor
10648342,0348231,actor
10648342,0750971,actor
10648342,9339457,actor
10648342,5661368,actor
10648342,2551407,actor
4154796,0000375,actor
4154796,0262635,actor
4154796,0749263,actor
4154796,1165110,actor
4154796,0424060,actor
4154796,0719637,actor
4154796,0000332,actor
4154796,0748620,actor
4154796,1212722,actor
4154796,1569276,actor
4154796,0488953,actor
4154796,4043618,actor
4154796,2394794,actor
4154796,0757855,actor
4154796,1431940,actor
4154796,1935086,actor
4154796,0000623,actor
4154796,0647634,actor
4123432,1519666,actor
4123432,0000179,actor
4123432,3009232,actor
4123432,0283945,actor
4123432,1776151,actor
4123432,0586568,actor
4123432,2239702,actor
4123432,5304426,actor
4123432,3007817,actor
4123432,5438664,actor
4123432,0837223,actor
4123432,4360085,actor
4123432,0185404,actor
4123432,1790970,actor
4123432,6251140,actor
4123432,7417369,actor
4123432,4358340,actor
4123432,0618986,actor
10954652,0305558,actor
10954652,3043279,actor
10954652,0001722,actor
10954652,1842974,actor
10954652,5057169,actor
10954652,3880181,actor
10954652,0025458,actor
10954652,0504962,actor
10954652,7340546,actor
10954652,7543974,actor
10954652,0001110,actor
10954652,2047170,actor
10954652,5216475,actor
10954652,0358390,actor
10954652,0149910,actor
10954652,0247754,actor
10954652,9842062,actor
10954652,8724554,actor
4998632,0350453,actor
4998632,5584344,actor
4998632,2555462,actor
4998632,0226813,actor
4998632,1218757,actor
4998632,7878293,actor
4998632,2274369,actor
4998632,9458718,actor
4998632,6018521,actor
4998632,2336180,actor
4998632,0553436,actor
4998632,1883803,actor
4998632,1504678,actor
4998632,0907353,actor
4998632,4231435,actor
4998632,13476426,actor
4998632,2963873,actor
4998632,10885888,actor
9115530,1567113,actor
9115530,1940449,actor
9115530,0427728,actor
9115530,0000352,actor
9115530,1458132,actor
9115530,0415382,actor
9115530,1209413,actor
9115530,0646192,actor
9115530,0499791,actor
9115530,6718679,actor
9115530,0401132,actor
9115530,1112969,actor
9115530,1093988,actor
9115530,0654372,actor
9115530,2546388,actor
9115530,3254270,actor
9115530,4996050,actor
9115530,1422176,actor
8847712,0001125,actor
8847712,0004778,actor
8847712,0842770,actor
8847712,2244205,actor
8847712,0000531,actor
8847712,3154303,actor
8847712,6891947,actor
8847712,0942482,actor
8847712,0023832,actor
8847712,0661950,actor
8847712,0000195,actor
8847712,0005562,actor
8847712,0000837,actor
8847712,0001857,actor
8847712,0809135,actor
8847712,1727825,actor
8847712,1616970,actor
8847712,0683978,actor
8097030,8823152,actor
8097030,0644897,actor
8097030,6205098,actor
8097030,7490724,actor
8097030,10826558,actor
8097030,4093657,actor
8097030,0387395,actor
8097030,12315349,actor
8097030,0157937,actor
8097030,1682509,actor
8097030,8781499,actor
8097030,6440595,actor
8097030,0393222,actor
8097030,3332894,actor
8097030,3906552,actor
8097030,10277997,actor
8097030,11757729,actor
8097030,3684188,actor
2180339,0000255,actor
2180339,1869101,actor
2180339,0504832,actor
2180339,11096472,actor
2180339,0005231,actor
2180339,0004761,actor
2180339,1393354,actor
2180339,8624059,actor
2180339,2577076,actor
2180339,1676629,actor
2180339,5159709,actor
2180339,1587729,actor
2180339,3252387,actor
2180339,2154316,actor
2180339,3264358,actor
2180339,2142326,actor
2180339,3806295,actor
2180339,3281079,actor
3183660,1519666,actor
3183660,2239702,actor
3183660,0837223,actor
3183660,0283945,actor
3183660,0714866,actor
3183660,2580832,actor
3183660,0072758,actor
3183660,0846925,actor
3183660,0268199,actor
3183660,0384732,actor
3183660,0799252,actor
3183660,0608090,actor
3183660,3009232,actor
3183660,7500671,actor
3183660,2893183,actor
3183660,3270798,actor
3183660,0688351,actor
3183660,0106998,actor
12789558,11879379,actor
12789558,11888099,actor
12789558,1495520,actor
12789558,1946193,actor
12789558,0001132,actor
12789558,0001354,actor
12789558,0907905,actor
12789558,12260920,actor
12789558,12225877,actor
12789558,10031166,actor
12789558,11848155,actor
12789558,11705174,actor
12789558,11584191,actor
12789558,11002572,actor
12789558,0540585,actor
12789558,7107447,actor
12789558,9111156,actor
12789558,10155819,actor
14331144,4533533,actor
14331144,2594314,actor
14331144,2573928,actor
14331144,0370582,actor
14331144,2106149,actor
14331144,2174227,actor
14331144,2095800,actor
14331144,1778495,actor
14331144,0412628,actor
14331144,1878161,actor
14331144,4262853,actor
14331144,1069584,actor
14331144,1425287,actor
14331144,7835996,actor
14331144,6929958,actor
14331144,4303311,actor
14331144,0586528,actor
14331144,0594074,actor
8178634,1694524,actor
8178634,2776304,actor
8178634,0222426,actor
8178634,1017633,actor
8178634,11324543,actor
8178634,1328152,actor
8178634,0829032,actor
8178634,0233145,actor
8178634,2284321,actor
8178634,6252873,actor
8178634,0221218,actor
8178634,1960306,actor
8178634,8412322,actor
8178634,4535968,actor
8178634,8858156,actor
8178634,9908220,actor
8178634,12533113,actor
8178634,1204791,actor
1877830,1500155,actor
1877830,2368789,actor
1877830,0942482,actor
1877830,0268199,actor
1877830,0200452,actor
1877830,0001806,actor
1877830,0785227,actor
1877830,0765597,actor
1877830,4422686,actor
1877830,11123883,actor
1877830,4909175,actor
1877830,0567945,actor
1877830,0642126,actor
1877830,0273159,actor
1877830,0672303,actor
1877830,1017942,actor
1877830,10706149,actor
1877830,8940462,actor
10872600,4043618,actor
10872600,3918035,actor
10872600,1212722,actor
10872600,8188622,actor
10872600,0269463,actor
10872600,0004937,actor
10872600,0000353,actor
10872600,0000547,actor
10872600,0938950,actor
10872600,1727825,actor
10872600,0000673,actor
10872600,1940449,actor
10872600,0001497,actor
10872600,3886028,actor
10872600,1573892,actor
10872600,0628420,actor
10872600,2868110,actor
10872600,0771414,actor
0468569,0000288,actor
0468569,0005132,actor
0468569,0001173,actor
0468569,0000323,actor
0468569,0350454,actor
0468569,0000198,actor
0468569,0000151,actor
0468569,1010931,actor
0468569,0212939,actor
0468569,0614165,actor
0468569,1977856,actor
0468569,0004801,actor
0468569,0000616,actor
0468569,0182662,actor
0468569,0001309,actor
0468569,0843775,actor
0468569,0568801,actor
0468569,0367176,actor
6751668,0814280,actor
6751668,1310525,actor
6751668,1856097,actor
6751668,6079248,actor
6751668,6476224,actor
6751668,7553003,actor
6751668,4525883,actor
6751668,3745391,actor
6751668,7616095,actor
6751668,10700274,actor
6751668,4522499,actor
6751668,10860732,actor
6751668,11261148,actor
6751668,10215504,actor
6751668,11044243,actor
6751668,11432327,actor
6751668,9086195,actor
6751668,11432328,actor
13610562,10036531,actor
13610562,4478685,actor
13610562,0784818,actor
13610562,3906046,actor
13610562,2394794,actor
13610562,3008739,actor
13610562,6074326,actor
13610562,13538811,actor
13610562,13538812,actor
13610562,7960400,actor
13610562,7210025,actor
13610562,1983888,actor
13610562,0005182,actor
13610562,3304457,actor
13610562,2957717,actor
13610562,0050959,actor
13610562,13117756,actor
13610562,1221047,actor
11127680,0334318,actor
11127680,0733172,actor
11127680,8420166,actor
11127680,1110435,actor
11127680,2648214,actor
11127680,3142672,actor
11127680,9287628,actor
11127680,7501381,actor
11127680,10251159,actor
11127680,0002076,actor
11127680,0264525,actor
11127680,10019144,actor
11127680,6551323,actor
11127680,10441597,actor
11127680,8142076,actor
11127680,10207153,actor
11127680,3238734,actor
11127680,2389290,actor
10223460,0000182,actor
10223460,0005562,actor
10223460,8349062,actor
10223460,4263213,actor
10223460,0798971,actor
10223460,5668548,actor
10223460,2345104,actor
10223460,2965096,actor
10223460,6335261,actor
10223460,6550537,actor
10223460,8134958,actor
10223460,4054776,actor
10223460,4074112,actor
10223460,9561688,actor
10223460,13352096,actor
10223460,13200755,actor
10223460,11508306,actor
10223460,8806555,actor
13841850,2976580,actor
13841850,1239499,actor
13841850,4587360,actor
13841850,5469396,actor
8296030,0636426,actor
8296030,1671512,actor
8296030,2129444,actor
8296030,7794816,actor
8296030,1929018,actor
8296030,9029751,actor
8296030,1671184,actor
8296030,1077497,actor
8296030,0728432,actor
8296030,1357278,actor
8296030,2961216,actor
8296030,2862189,actor
8296030,0043324,actor
8296030,8527657,actor
8296030,12608112,actor
8296030,9136246,actor
8296030,5837322,actor
8296030,11886538,actor
1843303,4497612,actor
1843303,8134170,actor
1843303,8134169,actor
1843303,3944814,actor
1843303,6916005,actor
1843303,2009087,actor
1843303,4219529,actor
1843303,3217399,actor
1843303,7392511,actor
1843303,4906931,actor
1843303,3318325,actor
1843303,6968656,actor
1843303,0901807,actor
1843303,5867394,actor
1843303,4445500,actor
1843303,3670910,actor
1843303,3945100,actor
1843303,4175128,actor
0241527,0705356,actor
0241527,0342488,actor
0241527,0001321,actor
0241527,0001749,actor
0241527,0001059,actor
0241527,1196732,actor
0241527,0789716,actor
0241527,0577982,actor
0241527,0341743,actor
0241527,0212600,actor
0241527,0001324,actor
0241527,1089198,actor
0241527,0001116,actor
0241527,0873942,actor
0241527,0000457,actor
0241527,0107101,actor
0241527,0813893,actor
0241527,0852442,actor
5108870,0001467,actor
5108870,1741002,actor
5108870,5245722,actor
5108870,0364813,actor
5108870,0879085,actor
5108870,1371339,actor
5108870,0000474,actor
5108870,9485683,actor
5108870,1035368,actor
5108870,6339026,actor
5108870,10795427,actor
5108870,11078354,actor
5108870,13539276,actor
5108870,13539277,actor
5108870,6220510,actor
5108870,6664537,actor
5108870,8014044,actor
5108870,0424819,actor
0092099,0000129,actor
0092099,0000209,actor
0092099,0000534,actor
0092099,0000174,actor
0092099,0000381,actor
0092099,0000643,actor
0092099,0000461,actor
0092099,0007082,actor
0092099,0875613,actor
0092099,0001685,actor
0092099,0319739,actor
0092099,0399531,actor
0092099,0866055,actor
0092099,0000212,actor
0092099,0664499,actor
0092099,0103713,actor
0092099,0835146,actor
0092099,0790571,actor
4633694,4271336,actor
4633694,2159926,actor
4633694,2794962,actor
4633694,0991810,actor
4633694,3109964,actor
4633694,0005499,actor
4633694,0904967,actor
4633694,2368789,actor
4633694,1825214,actor
4633694,4733752,actor
4633694,0000115,actor
4633694,1063517,actor
4633694,0000630,actor
4633694,1517976,actor
4633694,2295540,actor
4633694,2430511,actor
4633694,1209966,actor
4633694,2336966,actor
7978758,11742345,actor
7978758,0085312,actor
7978758,1563349,actor
7978758,0936315,actor
7978758,6890499,actor
7978758,5946818,actor
7978758,10523267,actor
7978758,11742543,actor
7978758,11607815,actor
7978758,1157048,actor
7978758,1412974,actor
7978758,13059252,actor
7978758,11716859,actor
7978758,6872480,actor
7978758,10669206,actor
7978758,13562196,actor
7978758,6320288,actor
7978758,13562197,actor
0117571,0000117,actor
0117571,0001073,actor
0117571,0000274,actor
0117571,0000240,actor
0117571,0000106,actor
0117571,0413996,actor
0117571,0909384,actor
0117571,0095673,actor
0117571,0368938,actor
0117571,0372967,actor
0117571,0114868,actor
0117571,0000535,actor
0117571,0766881,actor
0117571,0924178,actor
0117571,0000498,actor
0117571,0005085,actor
0117571,0063482,actor
0117571,0452919,actor
10838180,0000206,actor
10838180,0005251,actor
10838180,5584344,actor
10838180,2676147,actor
10838180,3725055,actor
10838180,0000439,actor
10838180,0000586,actor
10838180,1231899,actor
10838180,0000207,actor
10838180,0933727,actor
10838180,2255271,actor
10838180,5255496,actor
10838180,0726262,actor
10838180,3615382,actor
10838180,1668284,actor
10838180,2057853,actor
10838180,0814077,actor
10838180,1635257,actor
15374070,0342970,actor
15374070,0578829,actor
15374070,0751942,actor
15374070,1011269,actor
15374070,1927881,actor
15374070,1360806,actor
15374070,1579753,actor
15374070,0307531,actor
15374070,0343678,actor
15374070,4911194,actor
15374070,2804164,actor
15374070,1324954,actor
15374070,0287182,actor
15374070,1875808,actor
15374070,1275506,actor
15374070,0005360,actor
15374070,0000118,actor
15374070,0801051,actor
12801262,5016878,actor
12801262,6244013,actor
12801262,11735922,actor
12801262,7184459,actor
12801262,0748973,actor
12801262,0057349,actor
12801262,0300712,actor
12801262,0812307,actor
12801262,7445017,actor
12801262,0557457,actor
12801262,0478731,actor
12801262,0553036,actor
12801262,5521198,actor
12801262,0672330,actor
12801262,0562775,actor
12801262,0056187,actor
12801262,0266908,actor
12801262,0629618,actor
0382932,0004951,actor
0382932,0738918,actor
0382932,0652663,actor
0382932,0000453,actor
0382932,0001133,actor
0382932,0812307,actor
0382932,0000564,actor
0382932,0000413,actor
0382932,0004715,actor
0382932,2029107,actor
0382932,0001664,actor
0382932,0001652,actor
0382932,0628599,actor
0382932,0297306,actor
0382932,0826039,actor
0382932,0083348,actor
0382932,1102177,actor
0382932,2831082,actor
9907782,2933542,actor
9907782,0717709,actor
9907782,0677944,actor
9907782,3646923,actor
9907782,0079451,actor
9907782,0101400,actor
9907782,0475336,actor
9907782,6076321,actor
9907782,10498203,actor
9907782,7748240,actor
9907782,10441597,actor
9907782,10673378,actor
9907782,7596255,actor
9907782,12280563,actor
9907782,12280564,actor
9907782,1146807,actor
9907782,3355471,actor
9907782,12280565,actor
5715874,8467096,actor
5715874,9300501,actor
5715874,0131966,actor
5715874,3864163,actor
5715874,0197549,actor
5715874,0268199,actor
5715874,4422686,actor
5715874,0000173,actor
5715874,7768697,actor
5715874,0000224,actor
5715874,6129779,actor
5715874,9493313,actor
5715874,9290043,actor
5715874,8639403,actor
5715874,9179842,actor
5715874,7819204,actor
5715874,4816973,actor
5715874,6627438,actor
0087182,0001492,actor
0087182,0000515,actor
0087182,0000768,actor
0087182,0162361,actor
0087182,0000374,actor
0087182,0001207,actor
0087182,0001373,actor
0087182,0428086,actor
0087182,0430151,actor
0087182,0542146,actor
0087182,0569239,actor
0087182,0573299,actor
0087182,0620756,actor
0087182,0680795,actor
0087182,0001638,actor
0087182,0809544,actor
0087182,0001772,actor
0087182,0001776,actor
7131622,0000138,actor
7131622,0000093,actor
7131622,3053338,actor
7131622,0386472,actor
7131622,4960279,actor
7131622,0648249,actor
7131622,6253548,actor
7131622,2581521,actor
7131622,0266824,actor
7131622,0001136,actor
7131622,2538735,actor
7131622,0000580,actor
7131622,0507073,actor
7131622,0000199,actor
7131622,0358749,actor
7131622,6231136,actor
7131622,4027445,actor
7131622,4448022,actor
