genre,mID
Fantasy,0403407
Horror,0403407
Sci-Fi,0403407
Action,1340094
Crime,1340094
Fantasy,1340094
Romance,1340094
Thriller,1340094
Romance,15214902
Adventure,3688342
Family,3688342
History,3688342
War,3688342
Drama,3696720
Sci-Fi,3696720
Horror,12882620
Mystery,12882620
Thriller,12882620
Action,13152186
Thriller,13152186
Action,0220261
Crime,0220261
Drama,0220261
Mystery,0220261
Thriller,0220261
Action,0115759
Adventure,0115759
Thriller,0115759
Drama,14112080
Horror,14112080
Mystery,14112080
Thriller,14112080
Comedy,2980210
Drama,2980210
Romance,2980210
Short,2055789
Action,2055789
Sport,2055789
Sci-Fi,7339862
Action,0295178
Adventure,0295178
Comedy,0295178
Crime,0295178
Drama,5198890
Mystery,5198890
Biography,0421206
Crime,0421206
Drama,0421206
Sport,0421206
Action,0145660
Adventure,0145660
Comedy,0145660
Crime,0145660
Comedy,0036696
Family,0036696
Fantasy,0036696
Drama,15181094
Romance,15181094
Adventure,11057644
Comedy,11057644
Family,11057644
Fantasy,11057644
Horror,0072271
Action,1253864
Drama,1253864
Fantasy,1253864
Romance,1253864
Horror,8595586
Mystery,8595586
Thriller,8595586
Crime,3893620
Drama,3893620
Thriller,3893620
Drama,6992978
Romance,6992978
Drama,14408016
Romance,14408016
Comedy,0350774
Fantasy,0350774
Horror,0350774
Musical,0350774
Animation,4185364
Comedy,4185364
Fantasy,0098143
Horror,0098143
Sci-Fi,0098143
Thriller,0098143
Action,0184894
Adventure,0184894
Comedy,0184894
Western,0184894
Comedy,8585954
Romance,8585954
Drama,0217107
Romance,0217107
Thriller,0217107
Short,9603082
Drama,9603082
Music,9603082
Romance,9603082
Crime,11460508
Drama,11460508
Mystery,11460508
Horror,0090881
Thriller,0090881
Crime,0050143
Horror,0050143
Sci-Fi,0050143
Action,0119707
Adventure,0119707
Fantasy,0119707
Sci-Fi,0119707
Thriller,0119707
Horror,0072239
Crime,0107302
Drama,0107302
Thriller,0107302
Comedy,0026714
Fantasy,0026714
Romance,0026714
Action,9272568
Drama,9272568
Horror,9272568
Sci-Fi,9272568
Action,0265086
Drama,0265086
History,0265086
War,0265086
Crime,1828970
Mystery,1828970
Thriller,1828970
Short,8707436
Action,8707436
Adventure,8707436
Fantasy,8707436
Mystery,8707436
Thriller,8707436
Horror,13130838
Animation,14115938
Fantasy,14115938
Biography,0422720
Drama,0422720
History,0422720
Romance,0422720
Drama,9000224
Comedy,2390791
Mystery,2390791
Musical,0417503
Animation,0417503
Fantasy,0417503
Animation,2652864
Comedy,2652864
Family,2652864
Animation,0098492
Action,0098492
Drama,0098492
Sci-Fi,0098492
Comedy,10998174
Romance,10998174
Action,0120738
Adventure,0120738
Family,0120738
Sci-Fi,0120738
Thriller,0120738
Comedy,4925292
Drama,4925292
Horror,1031280
Sci-Fi,1031280
Thriller,1031280
Film-Noir,0046126
Thriller,0046126
Drama,0050086
Thriller,0050086
Western,0050086
Comedy,7040874
Crime,7040874
Mystery,7040874
Thriller,7040874
Drama,0052893
Romance,0052893
Comedy,0120780
Crime,0120780
Drama,0120780
Romance,0120780
Thriller,0120780
Short,9861332
Comedy,9861332
Short,0449092
Horror,0449092
Mystery,0449092
Thriller,0449092
Animation,0322645
Action,0322645
Adventure,0322645
Fantasy,0322645
Action,0107978
Crime,0107978
Sci-Fi,0107978
Thriller,0107978
Horror,0325655
Drama,0496436
Fantasy,0496436
Horror,0496436
Thriller,0496436
Crime,5144174
Drama,5144174
Mystery,5144174
Thriller,5144174
Comedy,0117008
Family,0117008
Fantasy,0117008
Animation,0166973
Adventure,0166973
Family,0166973
Horror,0050147
Sci-Fi,0050147
Action,10933680
Comedy,10933680
Action,12015102
Adventure,12015102
Fantasy,12015102
Thriller,12015102
Action,13186604
Adventure,13186604
Drama,13186604
Fantasy,13186604
Sci-Fi,13186604
Comedy,1186370
Drama,1186370
Romance,1186370
Horror,4112470
Action,16150204
Drama,0064546
History,0064546
Horror,0064546
Drama,0377713
Mystery,0377713
Sci-Fi,0377713
Thriller,0377713
Adventure,6208148
Drama,6208148
Family,6208148
Fantasy,6208148
Musical,6208148
Romance,6208148
Thriller,6208148
Action,0092493
Adventure,0092493
Comedy,0092493
Comedy,5372890
Drama,5372890
Action,11274100
Adventure,11274100
Crime,11274100
Fantasy,11274100
Thriller,11274100
Crime,6032812
Drama,6032812
Romance,6032812
Drama,6476140
Mystery,6476140
Thriller,6476140
Action,0095655
Crime,0095655
Fantasy,0095655
Music,0095655
Thriller,0095655
Horror,0432348
Mystery,0432348
Action,1320296
Comedy,1320296
Crime,1320296
Drama,1320296
Sci-Fi,1320296
Thriller,1320296
Action,8387464
Adventure,8387464
Comedy,8387464
Horror,8387464
Sci-Fi,8387464
Thriller,8387464
Action,0086618
Adventure,0086618
Comedy,0086618
Crime,0094061
Drama,0094061
Horror,0094061
Mystery,0094061
Thriller,0094061
Crime,0065481
Drama,0065481
Comedy,0366777
Crime,0366777
Drama,0366777
Family,0366777
Drama,1748207
Mystery,1748207
Sci-Fi,1748207
Thriller,1748207
Comedy,0075936
Crime,0075936
Fantasy,0075936
Horror,0075936
Biography,0118607
Drama,0118607
History,0118607
Action,2719848
Adventure,2719848
Biography,2719848
Drama,2719848
Thriller,2719848
Drama,0041838
Family,0041838
History,0041838
Romance,0041838
Drama,12466076
Romance,12466076
Thriller,12466076
Animation,0159901
Drama,0159901
Romance,0159901
