language,mID
English,13108124
English,8859236
Danish,3022458
Romanian,4374460
Turkish,4374460
Romany,4374460
Tamil,11730914
English,0117420
English,2562694
English,0074014
English,0105695
English,1068641
Spanish,1068641
English,0811026
English,1901024
English,1634136
English,0079770
Latin,0079770
English,0409345
English,0086987
English,12873562
English,8310924
English,2771372
English,0210403
English,6472976
French,6472976
English,1999987
English,0466839
English,0114682
French,0114682
Italian,0114682
English,0118158
Danish,0118158
Spanish,0118158
English,0063356
English,0386820
Danish,0386820
English,0061122
Polish,11852806
English,0415160
English,0096310
German,0096310
Spanish,0096310
English,6343314
Russian,6343314
Sign Languages,6343314
English,0096153
English,5952138
English,2009776
English,2292959
English,0088044
English,0071771
English,0177971
English,0072196
Italian,0072196
Swedish,0069467
German,0069467
Danish,0069467
English,10229982
Tagalog,13897308
English,14168394
English,0023551
English,0099387
English,0040103
English,0285182
Spanish,12474056
English,12474056
English,8299768
Spanish,2968136
English,0116922
English,1646926
English,1189340
English,0094793
English,0937375
Spanish,1919814
Italian,1919814
English,5697572
Turkish,6697582
Chinese,12409194
English,0381707
English,2039338
English,0970179
Dutch,1442572
English,2290065
English,1929308
Spanish,1929308
French,4954522
English,0092537
English,1211956
German,1211956
Arabic,1211956
Urdu,1211956
English,0084737
English,1866570
English,4572116
English,0092112
English,13907114
English,1820723
French,1820723
English,0023694
English,4525270
English,1003010
Japanese,9085692
English,0032976
French,0032976
English,3330764
English,6811018
English,0112462
English,0117247
Spanish,0117247
English,3361792
Middle English,3361792
Old English,3361792
Latin,3361792
German,3361792
English,0465925
English,0082971
German,0082971
Hebrew,0082971
Spanish,0082971
Arabic,0082971
Nepali,0082971
English,0048261
Italian,0048261
Spanish,0048261
English,0082783
French,0082783
Japanese,0296042
Cantonese,0296042
English,0296042
English,0083031
English,3411444
Spanish,3411444
German,3411444
English,4746102
English,0091603
English,13825848
English,1090671
Japanese,0856797
Japanese,13364334
English,13364334
Italian,0098063
English,0050825
German,0050825
Latin,0050825
English,0106627
English,0248190
Icelandic,0248190
English,0026138
English,8550890
Mandarin,0082674
English,1475569
English,4276206
English,12929990
English,0119109
English,9464038
Romanian,9464038
Finnish,9100346
Spanish,9100346
English,9100346
English,0100486
German,0100486
English,3170832
English,0317132
English,2614684
English,2600742
English,0072610
English,4719744
Serbian,11050886
Croatian,11050886
Japanese,6475250
English,1071873
English,0097334
English,0062755
English,0443680
Danish,0443680
Korean,8714776
English,13796560
English,0387808
English,1798709
Icelandic,14440878
English,0048855
French,1181840
English,1181840
English,0068559
Spanish,0068559
French,0068559
English,1156454
Russian,1156454
Latin,1156454
English,6149052
English,0120376
Spanish,0120376
English,5727282
Swedish,5727282
French,5727282
Spanish,5727282
German,5727282
English,1748179
English,0089264
English,0068611
English,0103873
Spanish,0103873
English,3727120
English,8097306
English,0067803
English,2569088
English,2318527
English,0096945
French,7209350
English,7209350
English,7290030
Hindi,1092005
English,0099800
French,1753813
English,1753813
German,1753813
Italian,1753813
Hindi,8983202
English,7737734
English,0926063
English,2119532
Japanese,2119532
English,5177694
English,0089560
English,1345904
English,3125324
English,2385074
English,5690360
English,0099720
English,2815966
English,0115813
English,0098803
English,0119576
English,3896198
English,1197628
English,0101502
Cantonese,0113326
English,0113326
English,5034474
English,0891592
Hindi,0891592
Japanese,0891592
Thai,0891592
English,18372060
English,8009428
English,0949731
French,0949731
English,9536832
English,0094739
Italian,0094739
Spanish,11777920
English,11777920
Lithuanian,2208216
English,2208216
French,2208216
English,0106226
Italian,0106226
French,0106226
English,0082352
Spanish,0082352
English,7529472
English,12528166
English,0088816
Hindi,7463730
English,0036931
French,2393384
Arabic,0057259
English,0057259
English,0117330
English,5716380
English,7277234
Japanese,0108432
Cantonese,0105287
English,0389722
French,0437526
English,0385690
English,0120902
Arabic,0120902
English,0109838
English,11997646
Algonquin,0044419
English,0044419
French,0044419
English,0068762
Crow,0068762
French,0068762
English,0390197
English,0067419
French,0067419
English,12547822
English,3896738
English,1210335
English,0416236
English,7309938
Korean,5290026
French,0053198
English,0053198
English,0022286
Italian,0075614
English,0955411
English,0382992
Korean,0382992
Russian,0382992
Spanish,0382992
English,0158622
English,5629964
English,5990474
Korean,5990474
English,1303828
Russian,1303828
English,5452780
English,0118824
Japanese,15432528
English,1648179
Dutch,1648179
English,0060661
German,0080196
English,1361336
English,1742650
English,12976224
English,5834410
English,2094766
Spanish,2094766
Arabic,2094766
English,0048750
French,0792948
English,2907898
American Sign Language,2907898
Japanese,13463778
English,0117287
English,0088024
English,2395427
Korean,2395427
English,0092842
English,3253986
Japanese,3253986
Spanish,3253986
French,3253986
German,3253986
Italian,3253986
Russian,3253986
English,0083803
English,0083488
English,0284837
French,0284837
Spanish,0284837
English,0093105
English,0100994
Danish,12359250
German,12359250
English,0022899
English,0053290
English,14392738
Mandarin,13317320
English,13317320
English,0103521
English,0068074
English,8372094
English,5075360
Japanese,4795016
English,0072536
English,14106780
Japanese,14106780
English,12409886
English,10510416
English,0094812
English,0268126
Latin,0268126
English,0120669
Spanish,3656380
English,3656380
English,0093870
Hindi,9337588
English,0069704
English,0358273
Russian,0358273
English,3038254
English,0097116
English,0107468
Chinese,0107468
French,0107468
Italian,0107468
English,0104036
English,3652896
English,1321509
English,18313302
English,0065009
English,0065398
French,0065398
English,0116705
English,5748448
Korean,0336678
English,5124240
English,0193364
Syriac,0193364
Assyrian Neo-Aramaic,0193364
Arabic,0193364
Aramaic,0193364
French,0193364
Hebrew,0193364
Russian,0193364
English,11272066
English,0106104
English,9036998
Korean,13777028
Danish,6060992
Swedish,6060992
English,6865690
Spanish,6865690
English,1172571
English,12361974
Icelandic,12361974
French,12361974
English,3096858
Romanian,3096858
English,0040160
English,0913445
English,5541002
French,5541002
English,0094889
Spanish Sign Language,0094889
Cantonese,0095403
English,0382077
English,0799949
English,13640696
English,11847410
English,0112255
Norwegian,1464535
English,0243736
English,0104938
English,0083169
Portuguese,10395866
English,0093969
English,0090490
English,0259974
Hindi,8110330
English,0147004
English,0456020
English,9362930
English,0060453
Italian,0060453
Russian,1366687
English,1366687
English,3658772
English,2763296
English,0120903
English,10793644
Yiddish,10793644
Hebrew,10793644
English,0106266
Spanish,0106266
English,0109443
English,1606389
Telugu,1582546
English,0120611
Russian,0120611
Serbian,0120611
English,0120744
Italian,0120744
English,2075291
English,1424381
Spanish,1424381
Russian,1424381
English,0089652
Latin,0089652
English,0070350
English,0181315
Romanian,0181315
English,3672742
English,2321549
Korean,5764414
English,0119947
English,8585800
English,2980648
Hindi,2980648
French,2980648
English,0042646
Swedish,1588342
Spanish,1588342
English,1588342
Serbian,1588342
Arabic,1588342
English,6772950
Spanish,6772950
English,0050026
English,0334965
English,0118172
Hebrew,1032856
Arabic,1032856
English,1032856
French,3422078
English,1541718
English,0104879
English,5788136
English,1090903
English,0116731
Spanish,0116731
English,0119360
English,0108399
Italian,0108399
English,1261978
English,1540741
English,1924435
Spanish,1924435
Mandarin,0472458
Cantonese,0472458
English,0096969
Spanish,0096969
English,9644058
Finnish,0231971
English,0203425
English,0100157
English,11237714
English,3602128
English,4438848
French,3755362
Dutch,3755362
English,3755362
English,11694190
English,0456554
English,0072812
English,3705412
English,2382009
English,0035799
Japanese,0035799
English,0094919
English,0090630
English,0090196
English,0379270
English,2236054
Cantonese,0108624
English,0084747
English,0143338
Italian,0143338
Chinese,8871128
English,14604564
English,0443676
Russian,0443676
English,14129378
English,2980764
English,10638522
English,1079959
English,12109842
Italian,0050381
English,1575539
English,0039826
English,6267164
English,1289401
English,0279250
Danish,0180748
English,0180748
Serbian,0180748
German,0180748
Japanese,0060277
English,0047985
English,0078330
English,0382737
English,3707104
English,6920356
English,4587656
English,0116240
English,1330057
English,0421073
Turkish,0421073
English,4998632
English,4061848
English,0096257
English,4873118
Mandarin,7587984
Japanese,3459088
English,0088934
English,5565634
Italian,0091166
Spanish,0091166
English,0091166
Korean,8092252
English,1219827
Japanese,1219827
English,0063121
English,0086708
English,0214388
English,0092147
English,1733125
English,9701942
English,12844100
English,0271308
English,0089593
English,12546328
English,5753428
English,0309593
English,0085995
Spanish,0459683
English,0459683
English,0096149
Spanish,0256009
English,7868082
English,5787290
English,0051947
German,0280289
English,6654210
English,0115640
English,5884784
English,0332136
English,0063230
English,0966151
English,0106868
English,0401420
Tagalog,0401420
English,0059106
Spanish,0112922
Italian,0112922
Japanese,0434179
Japanese,9844938
Filipino,9844938
English,0054038
Spanish,0054038
English,1596346
English,0110006
Hindi,7529298
English,4121026
English,0197273
Japanese,10011314
English,0080472
English,1791528
Japanese,1791528
English,1300854
English,0312895
English,7007846
English,18078792
Hindi,1562872
English,1562872
Spanish,1562872
English,0101130
English,0368222
English,0110684
English,12948838
English,0420087
Norwegian,0420087
English,0830570
English,5758778
Cantonese,5758778
Mandarin,5758778
English,9733108
French,0375233
English,13559026
English,0113089
English,6313900
Spanish,6313900
Korean,12874950
English,0067017
English,0080453
English,0164334
Russian,0164334
English,0120380
French,0086087
Spanish,0086087
English,10392648
English,5116302
Tamil,12299774
French,7816392
English,7816392
Flemish,7816392
Dutch,7816392
Italian,7816392
Serbian,13178594
English,13178594
French,13178594
English,2187444
English,0324133
French,0324133
English,0082084
English,17279496
Russian,12929868
English,12929868
English,0436697
German,0436697
French,0436697
Spanish,4326444
English,1716747
Spanish,1716747
English,8058874
English,0458367
English,0171725
French,0108394
Romanian,0108394
Polish,0108394
English,0065832
English,0049128
French,0049128
English,0089539
English,1073664
English,0910554
Cantonese,0099558
English,15216644
English,0167038
German,0068278
German,0067753
English,0057859
English,8415728
English,0063821
English,0770806
Cantonese,0097202
Mandarin,0097202
Japanese,0097202
English,0231626
English,2671706
English,0054997
English,0453451
French,0453451
Spanish,0453451
Russian,0453451
English,10419672
Swedish,3411420
English,0088184
Hungarian,0088184
Italian,0088184
English,0383216
English,15673502
Turkish,15673502
Latin,15673502
French,12887770
English,2965412
English,1535438
English,2268458
English,0087277
English,0118647
French,0118647
Spanish,0118647
English,9572006
Russian,9572006
Japanese,15975122
English,7087210
English,0076704
Chinese,4547948
English,0049034
English,10473036
English,0075525
German,4226388
English,4226388
Spanish,4226388
Turkish,4226388
English,0448011
English,9848626
English,0082869
English,0960144
Hebrew,0960144
English,0455782
Bosnian,0455782
Serbo-Croatian,0455782
Serbian,0455782
Croatian,0455782
English,0112437
English,1099212
Tamil,4981966
English,0086190
English,0094430
English,2191888
English,9731534
German,0116791
English,11315238
Japanese,11802992
English,4171032
English,5661022
English,0364823
English,0062573
French,1999845
French,10409498
Nushi,10409498
English,0814331
English,0028691
Portuguese,0028691
Hindi,7725596
English,0078326
Spanish,0078326
Cantonese,0078326
Italian,0059792
English,0059792
English,2763304
Bulgarian,2763304
Scots,2763304
English,0080016
None,0006206
French,0006206
English,0006206
English,0119937
English,14849038
Spanish,2243469
Hindi,0995031
Bengali,0995031
Dutch,0086543
English,7521214
English,0077093
French,0054821
English,6705162
English,0086671
English,0085121
English,1441952
Arabic,1441952
Mandarin,1441952
Italian,1226236
Russian,1226236
English,1226236
English,0072499
English,7344298
Chinese,7344298
English,0114214
Spanish,0114214
English,0096246
English,5545254
English,0081163
English,0315733
English,0323642
English,0382883
English,0918927
Japanese,0284110
English,0284110
Irish Gaelic,15077296
English,0084899
English,6980394
English,14509156
Spanish,14509156
English,0066955
English,2481496
English,1524575
Aramaic,1524575
English,0481141
English,1512240
English,3643216
English,0087231
English,0080593
Serbo-Croatian,0087123
Serbian,0087123
English,0087123
English,0401815
English,16968450
English,0317919
Italian,0317919
Mandarin,0317919
Cantonese,0317919
German,0317919
Czech,0317919
English,0381966
German,0381966
English,1265990
English,7286966
English,2417854
English,0116483
English,0081850
English,6802308
French,6802308
Arabic,6802308
German,6802308
Dutch,6802308
English,0112851
Spanish,0112851
English,0142804
French,0142804
English,0080234
Chinese,7298400
Mandarin,7298400
English,2911666
Russian,2911666
Hungarian,2911666
French,0089789
English,0089789
English,0144618
English,0131479
Italian,0131479
Japanese,0131479
English,8688550
English,9271672
English,0041890
English,0381681
French,0381681
English,0981072
English,9894660
English,0096324
French,1865800
English,1814621
Italian,0053340
English,7249258
English,4728386
English,3824458
Armenian,3824458
English,0281358
English,4593060
English,0051818
English,0061094
English,0074769
Greek,0074769
English,12655436
English,0079588
English,12675920
English,0047960
English,0099878
English,4777008
English,0096340
English,0328099
English,6169694
English,0089839
English,4483220
English,0455538
English,0183881
English,0102945
English,0462499
Burmese,0462499
Thai,0462499
French,13190868
English,0335121
English,0080474
English,16383414
English,4035574
English,1306980
English,1172203
English,0055895
English,0031334
English,10644372
English,0454919
Spanish,1331294
Galician,1331294
English,0107151
Spanish,0107151
French,0107151
English,2908446
English,0176269
English,7214954
English,3949660
Hindi,1787988
English,1787988
Marathi,1787988
Tamil,1787988
English,7466442
German,7466442
English,13828966
English,10315050
English,0092632
Hindi,13085534
English,7531096
English,0029843
Japanese,15176722
English,7903530
English,0037635
French,0037635
English,0450392
English,0098051
English,1772288
English,5606664
English,11981644
English,0362227
Bulgarian,0362227
Spanish,0362227
Russian,0362227
Mandarin,0362227
German,0362227
French,0362227
English,3171764
Serbian,3171764
English,0040580
English,0089538
English,8772262
Swedish,8772262
English,0265651
German,0265651
Italian,0265651
Thai,16410470
English,0059314
English,0094035
English,2387499
Hebrew,2387499
Mandarin,2387499
English,1853728
German,1853728
French,1853728
Italian,1853728
English,0068421
Spanish,0068421
English,1410051
English,1530509
English,11899030
English,0023731
English,0074205
English,14844740
Japanese,14844740
English,0157472
English,0111081
English,0043456
French,0043456
Hindi,0043456
Russian,0043456
English,7167686
Persian,11070216
English,1602098
English,0023940
French,0023940
English,5462326
Chinese,5462326
English,6111574
French,0450188
English,0450188
English,0120866
Latin,0120866
English,11873484
English,1836944
English,11388406
English,7044076
English,0405296
English,1600195
English,1295021
English,0060877
English,6981064
English,0122541
English,3007512
Turkish,3007512
Greek,3007512
Russian,3007512
English,0041847
English,0089412
English,1560220
Spanish,1560220
Italian,1560220
Inuktitut,1560220
Hindi,1560220
English,0094321
English,3403194
English,1846444
English,0114558
Dutch,14475870
Portuguese,14475870
English,1433822
Italian,0065656
English,0065656
English,1201607
Latin,1201607
English,6265828
Spanish,6265828
English,0081505
English,0050407
English,0066970
French,0066970
English,0117787
English,0383222
Swedish,9648870
English,9648870
Finnish,9648870
Japanese,0040979
Hindi,5080556
Tamil,5080556
English,6688022
Hindi,0116763
English,0040806
German,0040806
Russian,0040806
English,0038975
English,0120755
English,2463288
Hebrew,2463288
Maori,3399916
English,1781816
English,0058150
Chinese,0058150
Spanish,0058150
Spanish,14400214
English,0109417
English,0092997
Spanish,0092997
English,0075147
English,5699060
English,10039344
Latin,10039344
English,14766048
English,0042281
Spanish,0042281
Cantonese,0042281
Turkish,5606154
English,14586350
English,0077174
English,1655441
Portuguese,1655441
Italian,1655441
English,0102848
French,0102848
Japanese,0102848
English,1731701
English,10418846
English,0111127
English,13438734
English,0081562
Spanish,0081562
English,4939066
Korean,4939066
French,0181549
Spanish,5189554
English,3470600
Japanese,3470600
Ukrainian,3470600
English,6423362
Korean,6423362
English,12800524
English,6916348
English,8752474
English,0094642
English,0060176
Spanish,14176542
English,2926810
Japanese,2926810
Hebrew,2926810
Portuguese,2926810
French,2926810
Arabic,2926810
Filipino,2926810
German,2926810
French,0094713
French,3547740
Sign Languages,3547740
Spanish,3547740
English,0119177
Esperanto,0119177
English,0106770
Cantonese,0106770
English,0360717
English,0804461
Hindi,9531772
English,4297380
English,4698684
English,0096289
Hebrew,0096289
English,2404233
English,0161492
Italian,12989910
English,2589362
Korean,7468056
Chinese,7468056
English,0804443
English,4459134
English,0080120
English,0094948
English,0203726
English,0180274
English,0116531
English,12876132
Spanish,12876132
Italian,0069920
Japanese,0270933
French,0089860
English,0475394
Spanish,0475394
English,0056752
French,0064816
English,0064816
English,0077524
Italian,0213847
English,0213847
Latin,0213847
"Greek, Ancient (to 1453)",0213847
English,1107816
Italian,1107816
Japanese,1107816
English,8415564
English,0086006
French,0086006
Spanish,0086006
Arabic,0086006
Spanish,0069029
English,12235026
English,3640424
French,3640424
German,3640424
Arabic,3640424
English,0109402
English,0118381
Italian,0118381
English,2869728
English,1569923
English,0842929
English,0109279
English,0072856
Brazilian Sign Language,0072856
Spanish,0072856
English,11505680
English,2251281
Swedish,0150662
English,0030550
English,1117581
Mandarin,1117581
English,0090849
German,0090849
English,0065446
English,0166425
German,0098410
English,1305591
English,3278330
Russian,3278330
Swedish,0063759
German,0063759
English,0072308
Chinese,9638680
English,0101366
English,0119675
Italian,0119675
French,4706558
English,0056112
English,6425560
English,0063240
English,0397820
English,0049516
English,0074045
English,0087015
English,8419594
English,0278488
Central Khmer,1781922
Mandarin,1781922
Vietnamese,1781922
English,1781922
Thai,1781922
French,1781922
Turkish,0782037
English,1872181
English,0114924
English,2920808
English,0120746
English,0281322
German,0281322
English,0086312
English,0067217
English,2027064
English,10370042
Dutch,7618604
French,7618604
English,7618604
German,7618604
Flemish,7618604
Spanish,12298140
English,0044121
English,0099277
German,0066380
Japanese,1389648
English,3068894
English,1139644
English,1486185
German,0382590
English,0382590
French,5893264
English,3270108
English,0096193
Spanish,0096193
English,0265591
English,0045963
French,0045963
Italian,0045963
English,0227984
English,0106452
English,16360004
English,14265992
English,0112040
English,0090060
French,2473750
English,7877382
English,0086904
English,4065340
English,0181199
English,6066714
Korean,1499666
English,1499666
English,1440345
Hebrew,1440345
Italian,0119889
French,0119889
English,6060444
Chinese,4743226
English,4743226
Japanese,4743226
English,0165710
English,4680182
Korean,4680182
English,0960731
English,10623646
English,0163492
English,4425200
Italian,4425200
Russian,4425200
Sign Languages,4425200
Hebrew,4425200
Hindi,2082197
English,1181791
Latin,1181791
English,1595656
French,1595656
Spanish,1595656
Italian,1595656
Sign Languages,1595656
Russian,1595656
English,5814060
French,5814060
Romanian,5814060
Latin,5814060
English,0379889
Italian,0379889
Arabic,0379889
English,10168670
English,2870808
English,10342914
Dutch,2586120
French,2586120
Hindi,2792284
Japanese,0123948
Spanish,0123948
English,0119142
Japanese,4671274
English,1713938
English,0100811
English,0097637
English,0129924
English,9684220
Swedish,0072285
English,6083648
Hindi,2016894
English,2016894
English,0090404
English,1608290
Italian,1608290
Spanish,1608290
English,0099409
English,0071717
English,2334879
English,2398231
Danish,2398231
English,0089601
Italian,0073554
English,0780567
English,0073697
English,1758595
English,8769300
English,9373688
English,0254099
English,1767372
French,0073115
English,0073115
Polish,0073115
French,8548830
English,1838544
Cantonese,0105851
Mandarin,0105851
English,0105851
English,14679942
English,4781612
English,11204094
English,0119123
English,0120102
German,0120102
Mandarin,0120102
Tibetan,0120102
Hindi,0120102
Japanese,0078349
English,0285742
English,0086143
English,1305583
English,0105402
English,1645089
Korean,11663480
English,11204372
French,12443930
English,0118749
English,11334312
English,4429160
English,4054654
English,0403508
Greek,0403508
Spanish,0403508
English,0486946
English,10923392
English,0322802
English,3829266
Spanish,3829266
English,0094947
English,0431308
English,0088333
English,0120627
English,8752498
German,8752498
French,7136896
English,0147770
English,0084287
English,9242768
English,0310793
English,7965440
Maori,7965440
English,0270792
Dutch,0374345
French,0374345
Flemish,0374345
English,1727824
British Sign Language,1727824
English,0345061
English,0059309
French,0059309
Japanese,0059309
English,10036104
English,5696066
Korean,2330866
Cantonese,2330866
English,2330866
Mandarin,2330866
Japanese,2330866
English,0289652
English,1694021
American Sign Language,1694021
Czech,0106539
English,0106539
English,4224588
English,0060214
Italian,0084935
English,0164993
English,0053337
Italian,7063210
French,0092995
English,14182842
English,0085694
English,0080907
English,0280665
French,0280665
Spanish,0280665
Swedish,5433600
Norwegian,5433600
Danish,5433600
English,3280262
English,4651410
Hindi,0488836
English,0114938
Sioux,0114938
Cantonese,0114938
English,0432373
English,0106611
German,0106611
Russian,0106611
English,0089869
Maori,0089869
English,0473356
Japanese,1945805
French,0094932
French,0211387
German,0211387
English,6833470
English,10651850
Spanish,10651850
English,1488181
English,1059793
Flemish,1059793
English,0071360
English,1718915
English,0386741
French,0386741
Spanish,0318462
Quechua,0318462
Mapudungun,0318462
English,1341167
Urdu,1341167
Punjabi,1341167
Arabic,1341167
English,0322259
Spanish,0322259
Japanese,0983977
Italian,0064940
Latin,0064940
Icelandic,0052948
English,0052948
Swedish,0052948
French,0052948
Italian,0052948
Russian,0052948
German,2498618
English,0944835
Russian,0944835
Korean,0944835
English,15326988
Tamil,1305797
English,0080516
English,3652662
English,0206275
English,9887580
Danish,0476461
English,1396219
English,3528906
English,0359013
Esperanto,0359013
English,16117428
English,0107101
Italian,0107101
English,0051311
English,10676048
Polish,5667286
English,18949702
Hindi,9248972
English,0047878
Swedish,0047878
Latin,0047878
German,0047878
English,4073890
Italian,0118799
German,0118799
English,0118799
English,3963816
English,0810784
French,0810784
English,8110988
English,0115783
English,0112625
English,0073637
English,0467406
Spanish,0467406
English,1881109
French,1656192
English,1656192
English,10478532
English,12913180
English,1594972
English,1817771
Italian,0058983
English,0080934
English,0298130
English,0119848
Italian,0119848
Japanese,0119848
Spanish,0119848
English,14681662
English,14161704
English,0088818
Italian,0088818
French,0088818
English,9827834
English,5592248
French,5592248
English,0875149
English,6294892
French,6296094
English,9742794
Spanish,9742794
Italian,9742794
German,9742794
French,9056192
Haitian,9056192
English,9056192
English,0030341
German,0030341
French,0030341
Italian,0030341
English,0098917
English,1615065
Spanish,1615065
Mandarin,9586294
English,9586294
Thai,13368804
English,0058383
English,0198781
English,1747958
Italian,1747958
Spanish,1747958
English,4382872
English,10002230
English,2459038
English,1650062
English,1705952
Norwegian,1613750
English,1613750
French,1613750
Swedish,1613750
Spanish,1613750
English,10343028
English,9301428
Japanese,5370130
English,5370130
English,0488962
English,0098350
English,0086776
Spanish,6332764
Korean,2025526
English,0108160
English,1273221
English,8409626
Finnish,8409626
English,15248702
English,15261812
English,6958014
Catalan,6958014
Spanish,6958014
English,12496552
Japanese,5439612
English,5439612
English,1160419
Mandarin,1160419
English,1480656
English,0049370
English,0030545
French,1183276
Czech,1183276
English,0118548
Spanish,0118548
English,5078852
English,14500264
English,4731008
French,4731008
German,4731008
English,0273657
Spanish,0273657
English,0283632
Spanish,2378281
English,2378281
Italian,0085327
English,0365686
Cantonese,0365686
English,1656186
Swedish,1656186
Japanese,4623604
English,2720680
Danish,2720680
Spanish,2720680
English,9319668
English,0085475
English,0951216
English,1682246
Chinese,12368430
Russian,11390180
English,0815244
Spanish,6830412
English,14242578
English,0091875
English,6924650
Japanese,6924650
Mandarin,6924650
Arabic,3461252
English,1285009
English,0437437
French,0437437
German,0437437
Italian,0437437
Spanish,0437437
English,0080798
English,1734433
Chinese,1734433
Spanish,1734433
English,13150606
English,2380307
Spanish,2380307
English,1893256
Polish,1893256
Cantonese,1893256
Italian,1893256
Italian,0079859
English,0079859
Korean,2308725
English,4208432
Spanish,11709206
English,0482571
English,0279967
English,0316655
English,0084969
English,0078902
Italian,0078902
French,0078902
English,7073710
English,10631148
English,3464902
French,3464902
Greek,3464902
English,1023114
Russian,1023114
Polish,1023114
Tibetan,1023114
Mongolian,1023114
Korean,7160070
English,1821549
Spanish,1821549
English,7942742
English,0168629
German,0168629
Czech,0168629
English,4254584
English,0175880
German,0175880
French,0175880
English,0199389
English,1781775
English,0089767
Japanese,3830998
English,1242460
English,1385861
English,1839591
English,3569570
Japanese,3569570
English,10161886
English,0070736
Japanese,0118200
English,0093565
Italian,0093565
Latin,0093565
English,0109068
Italian,0061132
English,0056923
French,0056923
German,0056923
Italian,0056923
Spanish,0056923
English,0111021
English,0058801
English,0408345
Japanese,1481363
English,3312748
English,13651858
French,0073017
Spanish,13276160
Catalan,13276160
Galician,13276160
English,11649338
English,6857376
English,1375670
Spanish,1375670
Mandarin,8976346
English,0084573
English,0078067
English,13823494
English,3963226
German,0395050
French,0395050
Japanese,6153026
English,0115862
English,0074564
Hebrew,1676462
Arabic,1676462
English,0098253
German,10107222
English,0064691
Turkish,13691134
English,8535180
Italian,0110570
Chinese,0110570
English,3397884
Spanish,3397884
English,0053716
English,8740614
English,0083987
Hindi,0083987
Korean,4844288
English,2048824
English,0493405
Spanish,0493405
English,7208564
Japanese,11061762
English,9484998
English,3532216
Spanish,3532216
English,0071532
Japanese,8400662
French,2733258
Danish,2733258
Flemish,2733258
English,0086058
German,4932154
English,4932154
English,0384580
English,3588082
German,0065491
English,3387648
Japanese,10882992
English,0068424
English,0765447
Spanish,7048386
English,7048386
Portuguese,7048386
English,0183505
German,0183505
English,0143050
English,6744302
French,6744302
Spanish,6744302
Japanese,6744302
German,6744302
Italian,6744302
Portuguese,6744302
Chinese,6744302
Russian,6744302
English,0054885
Cantonese,0054885
English,0758774
Arabic,0758774
Russian,7038964
English,7038964
German,1754412
None,14825950
English,2617456
English,0087414
Spanish,0087414
English,2273657
Ibo,2273657
Japanese,0051413
English,14609542
English,0084049
English,1097636
English,3315342
Spanish,3315342
English,2361317
Spanish,2361317
None,0015324
English,0015324
English,0075612
English,0088224
French,4159182
English,2436386
English,0061418
English,0466566
English,10515988
German,10515988
English,0087182
English,10151054
English,2258345
French,2258345
Spanish,2258345
Ladino,2258345
Hebrew,2258345
Italian,2258345
Portuguese,2258345
Latin,2258345
Japanese,6403680
English,0439876
English,0061520
English,0457541
French,0457541
Russian,0062453
English,0433412
English,6101862
English,0412915
French,0412915
Latin,0412915
Mongolian,0412915
Portuguese,0412915
Russian,4057376
Hungarian,4057376
English,5691474
Korean,8769260
English,0930072
English,0026164
English,13589004
English,18501232
English,0835378
Japanese,13211062
English,0084335
Spanish,0084335
French,0084335
English,0062155
English,15428452
English,1931601
Polish,13164942
English,8079510
English,1433811
English,9257652
English,1622979
Cantonese,1622979
Korean,14223310
English,5700182
English,0283026
Italian,0054248
English,0844708
English,13429362
English,1615147
English,3610746
English,14764464
Spanish,13980362
English,6483836
English,6550808
Indonesian,3270208
Japanese,3270208
Korean,3270208
English,3270208
English,0859635
English,4622512
English,0095803
English,15238968
English,11924476
English,10404664
English,0087932
English,3585270
English,0098453
English,0270288
Spanish,0270288
English,2262227
Spanish,2262227
English,2343137
German,2343137
French,2343137
Japanese,0049900
Norwegian,5628418
English,0096936
English,2989356
English,0107843
French,0107843
English,4180560
English,1800302
Indonesian,1800302
English,2967224
Spanish,2967224
English,0077945
Italian,0077945
Cantonese,0114996
Japanese,7742120
English,0097874
Chinese,7294150
Japanese,7294150
English,7294150
English,0059224
English,0073008
French,0073008
English,8980602
English,0057495
English,12049866
Japanese,12049866
Serbian,1372301
Portuguese,1372301
Japanese,1139134
English,1661382
English,0035979
French,0035979
English,5583554
English,5093026
Spanish,5093026
English,0092546
English,0029682
English,2309961
French,2309961
Italian,2309961
English,1674771
English,0050882
French,1255953
Arabic,1255953
English,1255953
English,0159097
English,6636246
English,0055993
English,5767628
English,0209144
Persian,0845439
English,0165643
Japanese,4917422
English,5304996
English,0231402
English,1393000
English,1082886
English,1488163
English,0117958
English,0040897
Spanish,0040897
Hindi,14924620
English,14924620
English,0109542
English,1855199
Spanish,1855199
English,0138899
English,1060277
Russian,1060277
French,1060277
Japanese,1060277
English,2334649
Spanish,2334649
English,6791238
English,0457939
English,13430932
Japanese,1317478
English,3521164
French,3521164
English,0089060
English,0088889
English,10620606
English,0210382
English,4991512
Polish,4991512
Mandarin,10732794
Japanese,3675748
English,3675748
Korean,10656392
English,0062138
English,15141632
French,15141632
English,6315800
French,6315800
Spanish,6315800
Hindi,12448030
English,0090729
German,0090729
French,0090729
English,1744638
English,13362852
English,0081677
Italian,0081677
English,1086772
English,1625346
English,1192628
English,0238414
English,0453533
English,1205489
Hmong,1205489
English,7475578
German,7475578
Hindi,3848892
English,6469548
English,0065037
English,12042730
English,0097351
English,4158876
Korean,3958014
English,2622240
English,0104391
English,0455362
Italian,0168331
English,0168331
