language,mID
English,0202198
English,7524444
Spanish,1649443
English,3951130
Japanese,15529750
English,3748528
English,0790724
English,4578118
English,1023111
English,14622682
English,5686128
English,0106673
Spanish,0106673
English,0101751
Spanish,0101751
English,10298840
English,0151137
Latin,0151137
English,0134648
Japanese,14986406
English,0089686
Italian,6768578
English,0116839
English,8310474
English,15225976
English,0076686
German,0076686
English,7736572
English,0062479
English,0092676
Tamil,10579952
Japanese,13758670
English,9777666
Turkish,15114166
German,15114166
Mandarin,9477132
English,1977087
English,0490084
Mandarin,0490084
Italian,0490084
English,0096332
Czech,0096332
English,0065556
English,4809774
English,0057261
English,5715874
French,5715874
English,9318588
English,1576699
English,5574166
English,0934706
Spanish,0934706
English,8258510
English,0118979
English,0357277
Japanese,0357277
Turkish,15087526
English,0155267
German,0155267
Polish,0155267
French,0155267
English,0882977
Spanish,0882977
Japanese,5032376
English,0106156
English,0451079
English,0061584
English,6721356
English,8675462
English,0065738
English,0092860
English,0158466
French,0158466
English,0388894
English,3120280
English,6795336
English,1880419
English,0082118
English,9204328
English,0097044
English,14263888
English,11079148
Latin,11079148
English,2693580
English,1725986
French,0120882
English,0057225
English,2322441
English,16370300
Japanese,1155652
English,1486834
English,0096171
Portuguese,4929038
English,4929038
Mandarin,4929038
Mirandese,4929038
Latin,4929038
English,0841044
French,0841044
English,0117603
English,0062794
Japanese,0100998
French,0100998
English,0100998
English,1789621
English,0057748
English,7950706
English,0106697
English,0105130
Italian,0105130
English,0292522
English,1031276
English,13547416
Kannada,11953248
Hindi,1166100
English,1166100
Urdu,1166100
English,0049513
English,5447962
French,5447962
English,0120855
English,7149730
English,0417658
English,1790809
Spanish,1790809
English,0475290
English,1757678
English,8020008
English,0083624
English,2784678
Danish,3877674
English,0058453
French,0058453
Spanish,0058453
Italian,0058453
Japanese,0290329
Hindi,7218518
English,1070874
Latin,1070874
French,1070874
English,0071524
English,0321359
English,0377864
English,0113264
Spanish,0247586
English,0881891
Spanish,0881891
French,0881891
American Sign Language,0881891
Korean,1230385
Mandarin,1230385
English,0119210
English,0079428
German,0079428
English,0074802
English,4917224
English,0101670
English,7781432
Japanese,14625190
English,0084781
Spanish,0084781
Italian,0084781
English,1212452
French,0473753
Spanish,0473753
German,9738784
French,9738784
Italian,9738784
English,9738784
Persian,9738784
English,0082558
English,0421994
English,0096642
English,6598238
English,0140340
English,0065326
English,0765446
Japanese,5443130
English,0119225
English,2910904
English,0454848
Albanian,0454848
Spanish,0454848
Polish,0454848
English,0448400
Italian,0069186
English,0069186
French,0337103
German,0337103
Italian,0337103
English,0376105
English,2793490
Hungarian,0410730
English,0410730
Russian,0410730
Spanish,6047298
English,6047298
Portuguese,6047298
English,0093176
English,3691740
Hindi,3691740
English,0076853
Mandarin,3469592
Chinese,3469592
Cantonese,3469592
English,3469592
English,0112843
English,1731767
English,3009772
English,0049967
English,0087805
English,0100670
English,1100119
English,0107034
English,0065916
English,2180583
English,0482599
Japanese,0482599
English,0097987
English,0422779
German,0422779
English,14145436
English,4468740
English,1792131
Italian,2281345
Turkish,2281345
English,0099636
English,10737358
English,4708346
Korean,4475970
Japanese,4475970
English,4475970
English,0070633
Turkish,4787028
English,0073440
Romanian,4269716
Spanish,4269716
English,4269716
Ukrainian,4269716
English,4624366
English,0179116
Japanese,15420886
English,1880270
English,5717194
English,8337264
English,7546096
English,0308208
Malayalam,11375428
English,7365604
English,0057917
English,10003008
German,0075675
English,0075675
French,0075675
English,0119125
French,0119125
Cantonese,2076298
English,2076298
Mandarin,2076298
English,0475937
Russian,0475937
English,11301374
English,0060728
English,11749868
English,4029412
English,1674784
English,11671006
English,13055780
English,0078259
Korean,7094874
English,0117979
English,0120769
English,0428446
English,2620590
German,0155722
English,0155722
Hungarian,0155722
English,0091538
English,7325622
English,0091653
English,0120598
English,2693664
English,0106400
English,1147684
English,1233227
English,5741008
English,0062885
English,0052440
Persian,8102806
English,8102806
Russian,0238883
English,0238883
Ukrainian,0238883
English,16727778
English,7448180
English,0095389
English,0113870
English,0036613
German,0036613
English,3696180
German,0806686
English,0247081
English,8290476
Arabic,18573712
English,8522006
English,0058333
Latin,0058333
English,1976989
English,0091860
English,2089578
English,1679235
Japanese,5084196
None,0016847
German,0016847
English,0371246
Spanish,0371246
Russian,8282042
Ukrainian,8282042
English,8282042
English,0369610
Swiss German,6999052
German,6999052
English,0340855
English,1034303
German,1034303
Russian,1034303
English,0380599
English,7286836
Malayalam,13391696
English,0884328
English,3040964
Hindi,3040964
Bengali,3040964
Kannada,3040964
Telugu,3040964
Tamil,3040964
Assamese,3040964
Urdu,3040964
Oriya,3040964
Punjabi,3040964
Malayalam,3040964
Marathi,3040964
Rajasthani,3040964
Haryanvi,3040964
Nepali,3040964
English,6988208
English,0800308
Apache languages,0800308
Spanish,0800308
English,0278789
English,3458760
English,1661820
English,7738450
English,4147210
English,0074836
English,0046894
Chinese,7886614
Spanish,0078930
Japanese,0073373
English,0288243
Italian,0069095
English,4568288
Dutch,1954315
English,1954315
English,0070814
English,12908110
English,0195714
French,0195714
English,0098273
English,0086872
Japanese,0096251
English,13622970
English,11366736
English,0080749
English,6140580
English,7026488
Spanish,1634003
English,1634003
English,0118406
English,0479997
Latin,0479997
Spanish,14362156
Italian,14362156
English,0106519
Spanish,0106519
English,12838276
Chinese,7778790
English,7778790
Assamese,7778790
Hindi,7778790
Gujarati,7778790
Kannada,7778790
Bengali,7778790
English,7947604
Hindi,0100002
English,0085387
English,0884732
Spanish,0884732
Ukrainian,0884732
English,13352178
English,3878542
Filipino,0096511
Tagalog,0096511
Italian,0096511
English,0096511
Japanese,0107061
English,0283043
Finnish,2449262
English,0368436
English,0110367
German,0110367
French,0110367
English,0080117
Italian,0080117
English,1841642
English,7541720
Mandarin,7541720
English,1928307
English,0104452
Spanish,13051974
English,14813212
English,12192190
English,13623126
English,11131464
English,0188674
English,1587310
English,0119086
English,7836396
English,8026868
English,0862846
Spanish,0862846
English,0033152
English,0161970
English,0084865
French,0084865
English,9108604
English,0233142
None,12588448
English,12588448
English,2820466
English,0434139
French,5313906
English,1477076
English,0056142
English,0080421
English,0083131
Russian,0083131
Polish,0083131
Italian,14361314
Spanish,14361314
French,14361314
English,0101463
Japanese,0101463
Cantonese,0101463
English,1612774
Japanese,9089294
English,0086690
English,0119791
English,0149548
English,0106188
English,1641975
English,0091757
French,0091757
Spanish,0091757
Japanese,0810827
English,0118842
English,13235822
Korean,13235822
English,1468846
English,0420238
Spanish,1695843
French,1695843
English,1695843
Japanese,15353550
English,0119237
English,1854564
Japanese,0768120
English,0768120
English,8787632
English,0082533
Spanish,0082533
English,0098663
English,13315664
English,2527186
English,7288408
Hebrew,1185616
Arabic,1185616
German,1185616
English,1185616
English,7578566
English,0318236
English,10413092
English,0113670
French,0113670
English,13991580
Japanese,13991580
English,0388795
Spanish,0388795
English,1261945
Arabic,1261945
Chinese,10340368
English,0243155
English,11086254
Spanish,0245574
Turkish,5203748
Flemish,5203748
English,0959337
English,8293276
English,0045810
French,0045810
English,0046187
English,2474932
English,1930294
English,1198403
English,0433963
English,0817910
Latin,0817910
English,9734602
English,6195756
English,0035527
English,3066630
English,15977452
English,0384680
English,0092890
English,0120601
English,0345551
Japanese,0409860
English,0107668
English,0105000
English,0315327
Spanish,0315327
Spanish,0103791
French,0103791
English,1186830
English,1235796
Romanian,1235796
French,1235796
German,0250258
English,0250258
English,1706598
English,0085106
English,7978758
English,0102703
English,8660492
English,0098898
Spanish,6022266
English,0132938
French,0085226
Japanese,10766468
English,10766468
English,14524842
English,6320628
Italian,6320628
Czech,6320628
English,1085492
Spanish,0090197
Japanese,0361668
Romanian,14033502
English,14033502
Czech,14033502
French,14033502
Russian,14033502
English,15426294
English,0186151
English,17076046
English,0364146
Portuguese,16591764
English,0409847
Apache languages,0409847
English,0411805
English,0107254
English,0082910
English,0089963
English,0040613
English,0160127
German,0160127
Finnish,0160127
Japanese,0160127
Cantonese,0160127
English,0083526
German,0070904
English,0070904
English,0465551
French,0465551
English,2047677
Japanese,13362302
English,4155144
English,0488658
Spanish,0488658
English,0067924
English,9009826
English,6112634
French,6112634
Japanese,6112634
English,4846232
English,0097742
Spanish,0097742
English,0056575
Italian,0056575
English,0032455
English,0074281
Spanish,0074281
English,17526454
English,4779326
English,0081777
Hindi,13868972
English,0128842
Japanese,3902548
English,9419976
English,0070909
English,4262174
Spanish,4262174
English,1038919
Ukrainian,1038919
English,11286210
English,13932976
Dzongkha,10189300
English,10189300
English,1071875
Romanian,1071875
English,0072890
English,1479962
Spanish,1479962
French,1479962
Cantonese,1479962
German,1479962
English,0387693
English,2303367
English,0063462
German,0063462
English,0363988
English,0481369
Chinese,0481369
English,0099180
English,2329424
English,3095734
English,1386939
English,0120789
English,4172430
Arabic,4172430
Tamil,10701074
Hindi,10701074
Telugu,10701074
Kannada,10701074
Malayalam,10701074
English,3882082
English,1136688
English,4158096
English,8942480
English,0111732
English,3120314
English,0072209
Danish,1276419
English,1276419
German,1276419
French,1276419
English,1049413
Japanese,0142257
English,0088961
English,0047811
Japanese,0080772
English,0093142
English,0116404
English,2128016
English,1985949
English,0117731
English,2181503
English,0051666
English,5603512
English,8129682
Korean,2768084
Hindi,2768084
Japanese,2768084
Spanish,2768084
Catalan,2768084
Basque,2768084
English,1175709
English,4066088
English,0370986
English,2379386
Mandarin,10329134
English,10329134
Min Nan,10329134
English,0455326
English,0078631
English,0433035
Ukrainian,0433035
English,0277723
Spanish,0277723
Italian,0277723
Sicilian,0277723
Japanese,0277723
Chinese,0277723
English,8096832
English,0034284
English,0051383
French,0051383
Russian,0051383
Hindi,0051383
English,5315210
Arabic,0089755
English,0089755
Swahili,0089755
English,0093936
English,1859650
Italian,1859650
English,0221905
English,0361715
English,0094332
English,0116683
English,6048442
English,0375912
Romanian,0375912
English,0137363
English,1762399
Turkish,4240654
English,10260844
English,0122151
Cantonese,0122151
Mandarin,0122151
English,4935334
English,0054901
French,0054901
Italian,0054901
English,12794046
English,0099611
Swedish,0099611
English,0076504
English,5685432
English,7456312
Spanish,7456312
French,7456312
English,0075223
Spanish,3289362
Arabic,3289362
English,7435580
English,0480239
German,0480239
English,1723639
Hungarian,1723639
English,2978102
English,10303324
English,0166110
French,0166110
Spanish,0166110
English,5688868
Spanish,5883632
Portuguese,5883632
French,12404772
English,0117901
English,11887694
English,0054428
English,0032368
English,0844760
English,1216492
Ukrainian,1216492
English,0120696
English,0065206
German,0065206
English,3501112
English,0038762
Spanish,0038762
English,6647564
English,11229780
Spanish,2260850
English,0905345
English,0054642
German,0103793
English,0103793
Arabic,0103793
French,0103793
English,0054152
Spanish,0054152
Italian,0088745
Japanese,3108158
English,0142342
Italian,0142342
English,1048174
English,3301314
French,3301314
English,4687856
English,3279176
Japanese,11107074
English,1205558
English,0082640
English,7221772
English,1179258
French,1179258
Latin,1179258
Italian,1179258
None,6490194
English,3917210
French,3917210
English,0068341
Italian,0068341
English,0206634
German,0206634
Italian,0206634
Romanian,0206634
Spanish,0206634
Arabic,0206634
Georgian,0206634
Russian,0206634
Serbian,0206634
English,0086862
English,0085224
Thai,13821094
English,3878638
English,0074621
English,0055893
English,0217086
Portuguese,14168118
Korean,14168118
Spanish,14168118
English,14168118
French,14168118
Haitian,14168118
English,6273924
English,7597014
English,0105104
English,0068853
Spanish,0068853
English,0383010
Japanese,1018764
English,2544734
Spanish,2544734
French,2544734
German,2544734
English,0077215
English,0101507
English,0093276
English,0100224
English,0445935
Spanish,0445935
Central American Indian languages,0445935
English,4044464
English,0041061
English,0050233
English,3717252
Saami,3717252
English,8593824
English,6954652
English,0069768
English,2872518
Russian,12593032
English,1237838
English,0200720
French,0200720
German,0200720
Korean,15108954
English,9248032
Mandarin,10627720
English,10627720
Japanese,7940468
English,0099578
Spanish,0133363
English,0133363
English,0208155
Spanish,0208155
Japanese,0208155
English,0054127
French,0054127
English,10298810
Japanese,7155248
English,5068162
English,0257360
English,5254868
French,2852458
Japanese,12093860
Korean,12093860
English,0182587
English,0107210
Japanese,0064373
English,0213149
Japanese,0213149
French,0213149
English,2130321
Hindi,13131350
English,15398848
Chinese,11384656
English,0498381
Italian,0085627
English,0085627
English,1450746
Korean,11968312
English,0112495
French,1355623
English,0462465
"Norse, Old",0462465
Latin,0462465
English,7339568
English,2401878
Italian,2401878
Japanese,2401878
English,0108442
English,1067920
Japanese,1067920
Italian,1067920
English,13464274
Italian,0072448
English,0072448
Spanish,0072448
Latin,0072448
French,0108500
German,0108500
English,0108500
English,6000478
Spanish,6000478
Armenian,6000478
English,0095652
French,11269714
English,12215472
English,1142800
Hindi,0073707
English,0112281
English,0058743
French,0058743
English,0944836
English,0110557
English,1392214
English,0102926
Latin,0102926
English,0123755
German,0123755
French,0123755
English,0109015
English,3522806
Portuguese,3522806
Thai,3522806
Bulgarian,3522806
French,1659619
English,1659619
English,0049096
English,12889404
English,15489004
English,0969007
Japanese,0161032
English,7737528
Japanese,7737528
English,6673612
French,6673612
English,11080108
English,0114137
English,0103262
English,0181984
Russian,0181984
English,0080569
English,0096535
French,0096535
English,7473716
English,0372784
Mandarin,0372784
English,1055369
Spanish,1055369
English,0491145
Japanese,0218553
German,8739752
Italian,8739752
Latin,8739752
English,11468188
English,0035317
French,0035317
Indonesian,0035317
Danish,1565810
English,5626032
English,1132131
English,0435670
English,1136617
English,0273656
English,8210516
Japanese,3615204
English,2984576
English,1135924
English,0104870
English,0078924
English,13274016
Japanese,3592708
English,0103783
English,2224026
French,2224026
English,0092783
English,5420886
English,4016312
English,2376218
Spanish,2376218
English,5898034
Turkish,0075194
English,0075194
German,0075194
French,0075194
French,8001346
Latin,8001346
Chinese,12021336
English,5649144
Spanish,5649144
Portuguese,5649144
English,0440963
French,0440963
Arabic,0440963
Russian,0440963
Spanish,0440963
English,5503688
Spanish,10127708
English,0063518
French,0063518
English,0808151
Italian,0808151
Latin,0808151
French,0808151
Swiss German,0808151
German,0808151
Chinese,0808151
Spanish,0808151
Polish,0808151
English,0315824
English,0060004
English,0201485
Arabic,0201485
Hebrew,0201485
English,0095975
English,0377107
Turkish,8748608
Italian,0083565
English,0120913
Mandarin,0120913
English,4501454
English,0088146
English,0790628
Spanish,0790628
English,0120596
Spanish,0120596
Spanish,0797014
English,1067106
English,0115742
Spanish,0115742
English,4206228
English,6138228
English,6102104
English,0105415
English,7209472
English,1778304
English,4003440
German,4003440
Italian,4003440
English,0115956
Arabic,0115956
English,3876910
Korean,7099334
English,0382625
French,0382625
Latin,0382625
Spanish,0382625
English,1086064
German,1086064
Chaozhou,1086064
Spanish,1086064
English,8363040
French,0283900
Spanish,0283900
English,0283900
Catalan,0283900
Danish,0283900
German,0283900
Italian,0283900
French,8168186
German,0347048
Turkish,0347048
English,0347048
English,0888006
Spanish,0888006
Latin,0888006
English,14155746
English,10438052
English,0085296
English,2215717
Serbian,14482550
English,0101171
English,4068576
Irish Gaelic,4068576
Aboriginal,4068576
English,0311361
English,0209077
English,9411972
English,7167658
English,10756374
English,0038606
Spanish,0038606
Chinese,1220719
English,1220719
Cantonese,1220719
Mandarin,1220719
Japanese,1220719
Korean,18552024
English,0074593
English,0985694
Spanish,0985694
Hungarian,0985694
English,0099077
English,7728604
Spanish,1854513
English,0085124
Italian,0085124
English,10701788
English,3864024
English,1602611
Japanese,1602611
English,0120347
German,0120347
Danish,0120347
Mandarin,0120347
Cantonese,0120347
English,4786282
English,0200465
Latin,0200465
English,0397044
Romanian,0397044
English,10942816
English,7428530
English,0105450
English,2250234
English,0057950
English,3369806
English,6332158
English,1461418
English,10954984
German,4048272
English,4048272
Romanian,4048272
French,0082949
Italian,0061014
English,0061014
German,0103609
English,0103609
English,0386616
Spanish,0386616
German,0386616
English,4827986
English,7405458
English,14263564
English,1411250
English,0251160
Spanish,0251160
English,13454228
English,8710832
English,13942896
English,0084112
English,7888964
Russian,7888964
Spanish,7888964
English,0125022
Russian,0125022
English,0857265
Japanese,12367868
English,0435625
English,0109912
Russian,1410261
Japanese,1410261
Spanish,1410261
English,1410261
English,0805570
Japanese,12439248
English,11867884
Japanese,0275773
English,0275773
English,1032755
Russian,1032755
English,0106062
English,1766094
English,5372654
English,12292206
Hindi,6527426
English,0464073
Italian,0095765
English,2973402
French,0069495
German,0069495
English,0069495
Spanish,1649444
Catalan,1649444
French,1649444
Hindi,1029231
Telugu,1029231
Tamil,1029231
English,0110305
English,0387658
Italian,0063340
English,0023876
English,9114286
English,1790736
Japanese,12740648
English,12623434
English,3143812
English,14923008
English,6143782
English,2788710
Korean,2788710
English,0080242
English,1082807
English,14061328
English,9893158
English,0365830
English,0213203
French,0213203
English,0078736
English,7126948
Arabic,7126948
Russian,7126948
Mandarin,7126948
French,3759416
English,0053882
English,0120632
English,10366206
English,0335266
Japanese,0335266
German,0335266
French,0335266
English,0156442
Hindi,3322420
English,3322420
French,3322420
Japanese,3322420
Dutch,3322420
English,0092831
Dutch,1736555
English,4913966
Spanish,4913966
German,0013442
English,0013442
English,12447796
English,0171580
Spanish,0171580
Korean,6302160
English,0101492
English,0840304
Japanese,13642590
English,0830558
English,3601886
English,0414982
English,12711968
French,12711968
English,0056186
English,0091777
English,0089087
Portuguese,0089087
English,2766104
Icelandic,2766104
Italian,2766104
English,0109707
English,0460631
French,0081250
English,0083502
French,0083502
Russian,0083502
Galician,9412454
Spanish,9412454
English,10746060
Spanish,0380538
English,0073820
English,0093260
English,0058154
English,2625810
English,0211938
English,0093483
English,0103112
Spanish,0103112
Italian,0103112
French,0253839
English,0253839
English,3485722
English,1758830
English,0068370
English,12903840
English,1231586
English,7461272
English,3963674
English,0101149
English,0094082
English,0107613
English,0067445
Italian,0067445
Polish,0067445
French,0067445
Russian,0067445
German,0067445
Japanese,11343974
English,0139442
English,13453006
English,5206260
Hindi,1172587
English,1172587
English,4065336
English,0068732
French,0068732
French,6467482
English,0158409
English,3025994
English,0490215
Japanese,0490215
Latin,0490215
English,0192455
Spanish,12089564
Portuguese,12089564
Turkish,0808240
English,0087056
Portuguese,0087056
English,4229228
English,7896392
English,1267296
English,0061398
English,0118497
English,2299368
Spanish,2299368
Japanese,2299368
English,4357394
English,8804656
English,4191054
Tamil,0449951
French,9209312
English,9209312
English,3692652
English,0046085
English,2849100
English,1322269
English,14742424
English,2388771
Hindi,2388771
English,0085407
Polish,0085407
Russian,0085407
English,0057180
Japanese,9507276
English,0253658
Japanese,1352421
English,6020800
English,3083016
Japanese,2147319
English,0080752
French,0080752
German,0080752
English,0395404
English,0087921
English,1134859
English,0252963
English,0033238
French,0033238
French,11231280
English,0133093
Japanese,0107027
English,0107027
Russian,0107027
English,1416801
Italian,0058567
English,0322589
English,9849186
English,0087843
Italian,0087843
French,0087843
Yiddish,0087843
Hebrew,0087843
Japanese,0065588
English,0065588
English,0118998
English,0431197
Arabic,0431197
English,3803606
English,3847626
English,10648342
English,4616250
English,10196620
English,0067055
English,8896632
English,0122143
English,3424690
Czech,0075811
English,0099253
English,0277828
English,3797868
English,10954600
English,0073768
German,0073768
Swedish,0073768
American Sign Language,0073768
Hindi,11912196
English,0063889
English,2924442
Mandarin,4839424
English,0023238
Russian,0023238
English,12708382
English,0094226
English,2091325
English,0051516
English,9173418
English,0142688
French,0142688
Latin,0142688
Portuguese,0142688
Spanish,0142688
English,1188927
English,0082346
Spanish,0082346
English,0111402
English,0110939
Japanese,0078187
Hindi,10699086
English,0028358
English,0076665
English,0072572
English,0962736
German,0962736
English,0106743
Arabic,0050629
English,0050629
English,0465670
English,1465522
Japanese,0096283
English,12384178
English,5917372
English,0064949
English,1945084
Japanese,1945084
Spanish,1945084
English,12312872
English,4847454
English,9437014
English,1560139
Maori,1560139
Cantonese,7183578
English,7183578
Thai,7183578
Polish,7183578
Mandarin,7183578
English,0032457
English,0332379
English,0470765
French,0470765
English,0361192
Hindi,8239946
Marathi,8239946
English,1172994
Hindi,8439854
English,8439854
English,2626350
English,0113198
English,0319343
English,8329290
English,11172830
English,1543920
Spanish,14881288
English,0087928
English,0127349
English,1086798
English,0048918
None,2368672
English,0108238
English,5456120
Russian,0120948
Polish,0120948
English,0104692
English,7456534
English,0896036
English,0119396
English,0457400
English,0099612
English,3463106
English,0086571
English,0096734
Japanese,0114563
English,2101341
French,2101341
Albanian,2101341
Spanish,2101341
Hungarian,2101341
English,7693316
English,0100928
English,14641788
Hindi,3148502
English,0443295
English,2109184
Ukrainian,2109184
English,0466095
Turkish,4015496
English,12507852
English,12311866
English,0046907
English,0489049
Japanese,9534948
English,1299653
French,0081182
English,0081182
German,0081182
Hindi,15314640
English,1210166
English,0099005
Lao,0099005
English,0424823
Mandarin,0424823
German,0907694
English,11779248
English,0780511
English,14161564
English,0039896
English,0085382
English,1401113
Japanese,1401113
English,2357423
Swedish,17275654
English,1927093
Spanish,0084228
English,3253624
English,0101591
English,0052722
Irish Gaelic,0052722
English,11628854
French,0061376
English,0403703
English,0048705
English,0081975
English,6012750
English,1592873
French,1592873
Ukrainian,1592873
English,3138900
Hindi,3859980
English,1769363
English,9898844
English,2341664
Spanish,2341664
English,1204977
English,16442600
Japanese,14331144
English,0054809
English,1136608
Nyanja,1136608
Afrikaans,1136608
Zulu,1136608
Xhosa,1136608
Sotho,1136608
English,1430070
English,0089167
English,4992060
Japanese,0193253
English,5478478
Cheyenne,5478478
French,5478478
English,0072515
English,10009030
English,6089002
Bulgarian,1909015
English,12989912
Japanese,0220218
English,0220218
English,7550000
Spanish,7550000
Cantonese,0386005
English,0386005
Mandarin,0386005
Spanish,3249158
English,9551424
English,0072709
French,0072709
English,0059496
English,0031725
Russian,0031725
English,8031130
Japanese,8031130
Spanish,8031130
French,8031130
Navajo,8031130
Hebrew,8031130
Indonesian,1447791
English,9139586
English,0058620
French,6258754
Greek,6258754
German,6258754
English,6258754
English,0062737
Italian,0067242
English,0067242
English,1618435
English,0974662
English,0050530
English,0090213
English,0087451
English,0191133
English,0344854
Spanish,0104815
Japanese,0077132
English,0119535
English,14348734
English,5153288
Persian,5153288
French,5153288
Korean,9466968
English,1648190
English,0062833
English,0047149
English,2317225
Chinese,2317225
English,0075545
French,0099334
English,0069986
Telugu,1736647
English,0116294
Hindi,2300165
English,0117039
English,8804580
English,4957236
Hindi,3679060
Turkish,0875103
Spanish,11579538
English,1268799
Spanish,1268799
English,0066886
Spanish,0066886
Mandarin,4701660
English,2096673
Portuguese,2096673
English,0089360
English,4357714
English,6478450
English,1397514
English,3099498
Spanish,0350193
English,19121744
English,0059977
English,0070034
Cantonese,0070034
English,0377744
Spanish,0377744
English,0045094
English,0045822
English,1220214
English,5338744
English,0066767
English,8259142
English,0427944
English,6710826
English,0403016
English,0105585
Sioux,0105585
French,1964624
English,0084684
English,0405676
English,13289248
English,0239496
English,2495104
English,0078446
Spanish,0078446
English,0065669
English,0091780
Hebrew,0091780
English,0180052
English,0062362
Spanish,0062362
French,0062362
German,0062362
Italian,0062362
Hebrew,0062362
English,9274670
German,12459328
English,12459328
English,0174856
English,0330793
English,1390411
English,0082199
English,0082498
Turkish,13865736
English,0034881
English,1310502
English,0290281
English,0107387
English,0070334
Spanish,0070334
Japanese,1278060
English,0058649
English,0870204
German,2052932
English,0071938
English,2828996
English,0088979
English,0167752
English,2180411
English,0411705
English,12354406
Italian,12354406
Czech,12354406
English,7420342
English,0091949
English,1448755
Arabic,1448755
French,1448755
Spanish,1448755
English,13207736
English,0119718
English,0074815
English,5566778
None,0085426
French,0085426
English,0054673
English,0042994
English,0896798
French,0070460
English,0070460
Italian,0070460
English,0414853
English,0417433
English,4411596
Italian,4411596
English,0080603
German,0080603
Hungarian,0083931
English,0085032
English,2133326
German,2133326
Mongolian,2133326
French,2133326
Japanese,2133326
French,1661420
Italian,1661420
Romanian,1661420
Arabic,1661420
Spanish,0913425
English,0913425
English,1428538
English,0094667
Spanish,0094667
English,10720914
English,3323638
English,2938956
Russian,2938956
French,2938956
English,0103184
English,11792512
English,3390376
English,0976051
German,0976051
Greek,0976051
Latin,0976051
English,0083144
Spanish,0185125
Catalan,0185125
English,0283015
Min Nan,0112913
Japanese,0112913
English,0112913
Cantonese,0112913
Mandarin,0112913
French,0157016
English,0082247
English,0102175
Cantonese,0111512
French,0086153
French,6818118
French,0053459
English,0041996
English,1688612
English,0775489
French,0775489
Gaelic,0775489
Italian,13113298
Persian,8522820
English,2620204
Swedish,2011970
French,2011970
Mandarin,2011970
Spanish,2011970
Japanese,2011970
Indonesian,2011970
Dutch,2011970
Turkish,2011970
Slovenian,2011970
Slovak,2011970
Afrikaans,2011970
Arabic,2011970
Bulgarian,2011970
Azerbaijani,2011970
Belarusian,2011970
Breton,2011970
Czech,2011970
Bosnian,2011970
Catalan,2011970
Welsh,2011970
Danish,2011970
German,2011970
Greek,2011970
Bable,2011970
Finnish,2011970
Persian,2011970
Esperanto,2011970
Estonian,2011970
Basque,2011970
Irish Gaelic,2011970
Faroese,2011970
Eastern Frisian,2011970
Filipino,2011970
Gaelic,2011970
Hebrew,2011970
Hawaiian,2011970
Hindi,2011970
Galician,2011970
Croatian,2011970
Italian,2011970
Icelandic,2011970
Hungarian,2011970
Armenian,2011970
Kazakh,2011970
Kannada,2011970
Korean,2011970
Georgian,2011970
Cornish,2011970
Luxembourgish,2011970
Chinese,2011970
Kodava,2011970
Mongolian,2011970
Low German,2011970
Malay,2011970
Latvian,2011970
Flemish,2011970
Macedonian,2011970
Maltese,2011970
Occitan,2011970
Old English,2011970
Polish,2011970
Norwegian,2011970
Portuguese,2011970
Saami,2011970
Russian,2011970
Romanian,2011970
Somali,2011970
Albanian,2011970
Serbian,2011970
Tamil,2011970
Thai,2011970
Klingon,2011970
Tagalog,2011970
Tatar,2011970
Yiddish,2011970
Ukrainian,2011970
Vietnamese,2011970
Yoruba,2011970
English,2011970
English,0055230
Greek,0055230
English,0247638
Dutch,0247638
Italian,0247638
English,0099165
English,0064806
English,0082416
English,0081353
Greek,5221894
French,5221894
Japanese,10973152
English,0081515
English,3960412
English,10406596
English,0067800
English,0063060
Spanish,0063060
English,0469263
Spanish,0469263
English,1126596
English,4922444
English,9041792
English,0097626
Swedish,0323998
English,0323998
English,0082009
Hebrew,0082009
Russian,0082009
Yiddish,0082009
Malayalam,10717738
English,0430779
English,0345950
English,0171433
Hebrew,0171433
Spanish,0171433
English,0099371
French,0099371
English,0099797
English,1355630
English,11302324
English,0061199
English,0249516
English,0085959
English,9352356
American Sign Language,9352356
English,0052427
Urdu,1280558
Hindi,1280558
English,1136684
English,14799960
Telugu,7283064
Russian,4084744
English,4084744
Ukrainian,4084744
English,8108554
Turkish,9721776
English,4661600
English,10356564
English,2390334
English,0489664
English,14596320
English,0024727
English,14107334
English,3531824
English,3731562
Vietnamese,3731562
English,0085549
Japanese,12011442
English,2799012
English,9887520
Dutch,8829128
English,8829128
German,8829128
English,0049815
English,3139086
Hindi,13131636
Czech,0052374
Italian,0080892
English,0082801
German,0082801
English,1458796
English,0166396
Latin,0166396
Irish Gaelic,0166396
English,0970416
Mandarin,0970416
English,13623128
Mandarin,4819498
Japanese,11398800
Italian,0066735
Japanese,14550644
Japanese,7513452
English,7513452
English,1258972
Mandarin,1258972
Cantonese,0093435
Mandarin,0093435
English,0093435
French,0082100
German,0082100
English,0029912
English,0417741
Latin,0417741
English,0069792
Italian,0069792
English,0104952
English,0413099
English,10919362
Chinese,12861036
English,2160181
Vietnamese,2160181
English,0495241
English,0079437
English,13696378
German,0806910
Spanish,1233487
German,11760866
Swedish,1129398
English,0120620
Thai,0120620
Japanese,0054460
None,5613056
Korean,10763618
English,0093516
Spanish,5643380
English,15327382
English,0265029
English,0870984
English,12969958
English,0442674
English,1757831
English,14598224
English,0313443
English,0080513
Russian,4600952
English,10533976
English,11266868
Norwegian,1188990
English,2628316
English,0069946
English,0365748
