nconst,primaryName,birthYear,deathYear
nm2618467,Hattie Schlesinger,\N,\N
nm10550149,Nina Smith,\N,\N
nm0004851,Penélope Cruz,1974,\N
nm9875384,Milena Smit,1996,\N
nm1990986,Israel Elejalde,1973,\N
nm0845209,Aitana Sánchez-Gijón,1968,\N
nm0658041,Rossy de Palma,1964,\N
nm0785565,Julieta Serrano,1933,\N
nm13359772,Auria Contreras,\N,\N
nm3752735,Carmen Flores,\N,\N
nm12943629,Alice Davies,\N,\N
nm2218908,Ainhoa Santamaría,1980,\N
nm2431367,Adelfa Calvo,1962,\N
nm1850872,Arantxa Aranguren,\N,\N
nm1347057,Inma Ochoa,\N,\N
nm0407154,Trinidad Iglesias,\N,\N
nm0991890,Julio Manrique,1973,\N
nm0398433,María Jesús Hoyos,\N,\N
nm0011951,Chema Adeva,1954,\N
nm11352107,Mar Vidal,\N,\N
nm3270435,Laetitia Dosch,1980,\N
nm4431536,Sergei Polunin,1989,\N
nm8722462,Lou-Teymour Thion,\N,\N
nm0239764,Caroline Ducey,1976,\N
nm0171499,Grégoire Colin,1975,\N
nm3370158,Slimane Dazi,1960,\N
nm8722455,Vincent Courcelle-Labrousse,\N,\N
nm3593438,Dounia Sichov,\N,\N
nm7647246,Arthur Vercken,\N,\N
nm12213117,Graziella Fiesoli,\N,\N
nm8722456,Caroline Marson,\N,\N
nm0060668,Luc Bataini,\N,\N
nm12213118,Thomas Lefrançois,\N,\N
nm13374279,Marie Chauvin,\N,\N
nm7011303,Shahira Fahmy,\N,\N
nm1934325,Yves Heck,\N,\N
nm0001702,Roy Scheider,1932,2008
nm0516215,Tony Lo Bianco,1936,\N
nm0036663,Victor Arnold,1932,2012
nm0502488,Jerry Leon,1934,1987
nm0449242,Ken Kercheval,1935,2019
nm0354261,Larry Haines,1918,2008
nm0528433,Richard Lynch,1940,2012
nm0382707,Bill Hickman,1921,1986
nm0688831,Lou Polan,1904,1976
nm0751693,Matt Russo,\N,\N
nm0818874,Joe Spinell,1936,1989
nm0123022,Robert Burr,1922,2000
nm0263591,Rex Everhart,1920,2000
nm0933264,David Wilson,1949,\N
nm0429927,Ed Jordan,\N,\N
nm0612511,Mary Multari,\N,\N
nm0532167,Frank Macetta,\N,\N
nm0151589,Frances Chaney,1915,2004
nm0748620,Paul Rudd,1969,\N
nm1431940,Evangeline Lilly,1979,\N
nm0671567,Michael Peña,1976,\N
nm0324658,Walton Goggins,1971,\N
nm0134072,Bobby Cannavale,1970,\N
nm0339460,Judy Greer,1975,\N
nm1939267,T.I.,1980,\N
nm2810287,David Dastmalchian,1975,\N
nm4789912,Hannah John-Kamen,1989,\N
nm5338858,Abby Ryder Fortson,2008,\N
nm1320827,Randall Park,1974,\N
nm0000201,Michelle Pfeiffer,1958,\N
nm0000401,Laurence Fishburne,1961,\N
nm0000140,Michael Douglas,1944,\N
nm2591562,Divian Ladwa,\N,\N
nm1336552,Goran Kostic,1971,\N
nm1353738,Rob Archer,\N,\N
nm5604130,Sean Kleier,1987,\N
nm1165110,Chris Hemsworth,1983,\N
nm0205626,Viola Davis,1965,\N
nm2325018,Tang Wei,1979,\N
nm0910966,Leehom Wang,1976,\N
nm0564697,Holt McCallany,1963,\N
nm0648499,Andy On,1977,\N
nm0182662,Ritchie Coster,1967,\N
nm1019691,Christian Borle,1973,\N
nm0651159,John Ortiz,1968,\N
nm0905691,Yorick van Wageningen,1964,\N
nm4592338,Tyson Chak,\N,\N
nm0596404,Brandon Molale,1971,\N
nm1388685,Danny Burstein,1964,\N
nm0438055,Archie Kao,1969,\N
nm2974421,Abhi Sinha,1990,\N
nm0124798,Jason Butler Harner,1970,\N
nm2861303,Manny Montana,1983,\N
nm0308208,Spencer Garrett,1963,\N
nm0000245,Robin Williams,1951,2014
nm0000354,Matt Damon,1970,\N
nm0000255,Ben Affleck,1972,\N
nm0001745,Stellan Skarsgård,1951,\N
nm0585906,John Mighton,1957,\N
nm0538259,Rachel Majorowski,\N,\N
nm0565494,Colleen McCauley,\N,\N
nm0000729,Casey Affleck,1975,\N
nm0369513,Cole Hauser,1975,\N
nm0580436,Matt Mercier,\N,\N
nm0820538,Ralph St. George,\N,\N
nm0528546,Rob Lynds,\N,\N
nm0913418,Dan Washington,1966,\N
nm0284315,Alison Folland,1978,\N
nm0108683,Derrick Bridgeman,\N,\N
nm0006710,Vik Sahay,\N,\N
nm0251059,Shannon Egleson,\N,\N
nm0529147,Rob Lyons,\N,\N
nm1466206,Blake Stadel,\N,\N
nm6433467,Natalie Sharp,\N,\N
nm6104273,Behtash Fazlali,\N,\N
nm0001993,Vincent Cassel,1966,\N
nm0516272,Enrico Lo Verso,1964,\N
nm0092184,Richard Bohringer,1942,\N
nm0000899,Monica Bellucci,1964,\N
nm0621932,Foued Nassah,\N,\N
nm0146872,Victor Cavallo,1947,2000
nm0658875,Luc Palun,\N,\N
nm0479360,Laurent Labasse,\N,\N
nm0577841,Gilbert Melki,1958,\N
nm0347482,Lara Guirao,\N,\N
nm0595851,Samir Mohamed,\N,\N
nm1074580,Melissa Sebti,\N,\N
nm0044547,Yanis Aïssat,\N,\N
nm1073388,Nordine Nekka,\N,\N
nm0434652,Ariane Kah,\N,\N
nm1073267,Fouad Maaskri,\N,\N
nm1072857,Georges Faucher,\N,\N
nm0596137,Eddy Moine,\N,\N
nm0000644,Helen Slater,1963,\N
nm0000225,Christian Slater,1969,\N
nm0330360,Keith Gordon,1961,\N
nm0103071,Richard Bradford,1934,2016
nm0001075,Peter Coyote,1941,\N
nm0311774,Martha Gehman,\N,\N
nm0810379,Yeardley Smith,1964,\N
nm0001777,Dean Stockwell,1936,2021
nm0875613,Barry Tubb,1963,\N
nm0496727,Mona Lee Fultz,\N,\N
nm0427600,Bobby Jones,\N,\N
nm0413698,John M. Jackson,1950,\N
nm0727439,Rodney Rincon,\N,\N
nm0930226,Caroline Williams,1957,\N
nm0950030,Rudy Young,\N,\N
nm0280045,Bobby Fite,1968,\N
nm0884262,Kim Valentine,\N,\N
nm0806558,Janet Smalley,\N,\N
nm0000542,Penelope Ann Miller,1964,\N
nm0829576,Kristen Stewart,1990,\N
nm0179173,John Corbett,1961,\N
nm2174133,Evan Turner,\N,\N
nm2512135,Theodore Turner,\N,\N
nm0205657,William B. Davis,1938,\N
nm0109785,Brent Briscoe,1961,2017
nm1682420,Dustin Milligan,1985,\N
nm0272706,Jodelle Ferland,1994,\N
nm0197405,Michael Daingerfield,1970,\N
nm1137209,Tatiana Maslany,1985,\N
nm0574365,Shirley McQueen,\N,\N
nm0353212,Anna Hagan,1939,\N
nm0366162,Blaine Hart,\N,\N
nm1530082,Graham Bell,\N,\N
nm2512126,Kaitlyn McMillan,\N,\N
nm1049223,Peter Scoular,\N,\N
nm0480942,Bernadette Lafont,1938,2013
nm0423332,Clotilde Joano,1932,1974
nm0000804,Stéphane Audran,1932,2018
nm0756756,Lucile Saint-Simon,1932,\N
nm0078108,Pierre Bertin,1891,1984
nm0561287,Jean-Louis Maury,\N,\N
nm0227514,Albert Dinan,1902,1976
nm0632425,Ave Ninchi,1915,1997
nm0109762,Sacha Briquet,1930,2010
nm0001945,Claude Berri,1934,2009
nm0054054,Jean Barclay,\N,\N
nm0743956,Rossana Rossanigo,\N,\N
nm0068153,Dolly Bell,\N,\N
nm0323560,Gabriel Gobin,1903,1998
nm0039797,France Asselin,1923,1960
nm0036750,Jean-Marie Arnoux,\N,\N
nm0056801,Robert Barre,\N,\N
nm1269943,Trio Rody Renatal,\N,\N
nm0001749,Maggie Smith,1934,\N
nm0002091,Michael Gambon,1940,\N
nm0001116,Warwick Davis,1970,\N
nm1090693,Sally Mortemore,1961,\N
nm0428121,Gemma Jones,1942,\N
nm0910738,Zoë Wanamaker,1949,\N
nm0103195,David Bradley,1942,\N
nm3196110,James Goins,\N,\N
nm8107884,Chris Okawa,\N,\N
nm3383406,Josh Rachlis,\N,\N
nm4578296,Leigh Joel Scott,\N,\N
nm10136210,Tony Waldman,\N,\N
nm0000803,Christopher Atkins,1961,\N
nm0000690,Lesley Ann Warren,1946,\N
nm0517515,Robert Logan,1941,\N
nm0750658,Deborah Rush,1954,\N
nm0855899,Deney Terrio,1950,\N
nm0063701,Sandra Beall,\N,\N
nm0253444,Alix Elias,1942,\N
nm0811202,Carrie Snodgress,1945,2004
nm0004671,Amy Lyndon,\N,\N
nm0117930,Fred Buch,1935,2012
nm0170629,Karen Margaret Cole,\N,\N
nm0184998,Don Cox,\N,\N
nm0303673,Veronica Gamba,1963,\N
nm0316129,Joseph Gian,1961,\N
nm0385558,Bill Hindman,1922,1999
nm0004791,Linda Lee Cadwell,1945,\N
nm0574687,Rose McVeigh,\N,\N
nm0581281,Gail Merrill,\N,\N
nm0705717,Gilda Radner,1946,1989
nm0000345,Billy Crystal,1948,\N
nm0733427,Harry Shearer,1943,\N
nm0294008,Michael Fremer,\N,\N
nm0534045,Fred MacMurray,1908,1991
nm0001766,Barbara Stanwyck,1907,1990
nm0000064,Edward G. Robinson,1893,1973
nm0056477,Byron Barr,1917,1966
nm0356004,Porter Hall,1888,1953
nm0372742,Jean Heather,1921,1995
nm0694631,Tom Powers,1890,1955
nm0301348,Richard Gaines,1904,1975
nm0093769,Fortunio Bonanova,1895,1969
nm0680139,John Philliber,1873,1944
nm7369756,Lev Abramov,\N,\N
nm0011490,James Adamson,1896,1956
nm0077587,John Berry,1917,1999
nm0151452,Raymond Chandler,1888,1959
nm0167760,Edmund Cobb,1892,1974
nm0187914,Kernan Cripps,1886,1953
nm0268426,Betty Farrington,1898,1989
nm0283170,Bess Flowers,1898,1984
nm1597316,Adrianne Palicki,1983,\N
nm3435454,Nick Blood,1982,\N
nm5085683,Mckenna Grace,2006,\N
nm0020751,Laura Allen,1974,\N
nm1223326,Fernanda Andrade,1984,\N
nm3090838,Damon Dayoub,\N,\N
nm0004912,Oded Fehr,1970,\N
nm0005148,Delroy Lindo,1952,\N
nm3137135,Jiro Wang,1981,\N
nm6039994,Yuexi An,1989,\N
nm6006717,Emma Kennedy,\N,\N
nm1169272,B.J. Mitchell,1992,\N
nm5333248,Morgan Lindholm,\N,\N
nm3861093,Juliana Destefano,1995,\N
nm1525913,Hector Hugo,1972,\N
nm3239836,Mark Daugherty,1989,\N
nm0001026,Joanna Cassidy,1945,\N
nm0001117,Bruce Davison,1946,\N
nm1889911,Darri Ingolfsson,1979,\N
nm1543157,Taylor Cole,1984,\N
nm1865462,Alyshia Ochse,1980,\N
nm0005269,Corin Nemec,1971,\N
nm2048669,Arnold Chun,1976,\N
nm4135437,Vincent van Hinte,\N,\N
nm8171448,Anthony Richard Pagliaro,\N,\N
nm10584233,Warner Adachi,\N,\N
nm10625990,Jay Jingco,\N,\N
nm1918574,Leticia Robles,\N,\N
nm11919858,Alina Turdumamatova,\N,\N
nm9425976,Madina Talipbek,\N,\N
nm11919859,Nurbek Esengazy Uulu,\N,\N
nm13065252,Aybike Erkinbekova,\N,\N
nm11919860,Madina Talipbekova,\N,\N
nm13445249,Jandat Djamanbaeva,\N,\N
nm13065250,Taalaykan Abazova,\N,\N
nm13065251,Kanat Abdahmanov,\N,\N
nm13445250,Sheker Joomartova,\N,\N
nm0571893,Kurt McKinney,1962,\N
nm0000241,Jean-Claude Van Damme,1960,\N
nm0265361,J.W. Fails,\N,\N
nm0797952,Kathie Sileno,\N,\N
nm1015087,Tae-jeong Kim,1957,2011
nm0513448,Kent Lipham,1961,2008
nm0688393,Ron Pohnel,\N,\N
nm0414979,Dale Jacoby,\N,\N
nm0192423,Peter Cunningham,\N,\N
nm0048975,Timothy D. Baker,\N,\N
nm0555813,Gloria Marziano,\N,\N
nm0888532,Joe Verroca,1951,\N
nm0659068,Farid Panahi,\N,\N
nm0365399,Tom Harris,\N,\N
nm0027881,John Andes,\N,\N
nm0951566,Mark Zacharatos,\N,\N
nm0553735,Ty Martinez,\N,\N
nm0424259,Bob Johnene,1935,\N
nm0001023,John Cassavetes,1929,1989
nm0409869,John Ireland,1914,1992
nm0443871,Kerrie Keane,1948,\N
nm0400647,Helen Hughes,1918,2018
nm0281204,Erin Noble,1962,\N
nm0570651,Duncan McIntosh,\N,\N
nm0014873,Harvey Atkin,1942,2017
nm0228533,Harry Ditson,\N,\N
nm0552821,Mitch Martin,\N,\N
nm0083641,Matt Birman,1961,\N
nm0177885,Beverly Cooper,\N,\N
nm0949334,Brian Young,\N,\N
nm0291352,Barbara Franklin,1929,2009
nm0498432,Wes Lee,\N,\N
nm0197391,Neil Dainard,\N,\N
nm0495015,Jennifer Leak,1947,\N
nm0272645,Denise Fergusson,1935,\N
nm0886856,Jack Van Evera,1927,1982
nm0001401,Angelina Jolie,1975,\N
nm0564215,James McAvoy,1979,\N
nm0000151,Morgan Freeman,1937,\N
nm0000654,Terence Stamp,1938,\N
nm0470981,Thomas Kretschmann,1962,\N
nm0996669,Common,1972,\N
nm1982266,Kristen Hager,1984,\N
nm0912938,Marc Warren,1967,\N
nm0641244,David O'Hara,1965,\N
nm0450975,Konstantin Khabenskiy,1972,\N
nm0049079,Dato Bakhtadze,1966,\N
nm0695435,Chris Pratt,1979,\N
nm0779514,Lorna Scott,\N,\N
nm0361643,Sophiya Haque,1971,2013
nm2852393,Mark O'Neal,\N,\N
nm2459770,Bridget McManus,\N,\N
nm0034642,Bob Ari,\N,\N
nm0000160,Ethan Hawke,1970,\N
nm1086543,Amanda Seyfried,1985,\N
nm0384751,Victoria Hill,1971,\N
nm3464684,Philip Ettinger,\N,\N
nm0309461,Michael Gaston,1962,\N
nm0387423,Bill Hoag,\N,\N
nm3357805,Kristin Villanueva,\N,\N
nm3324286,Ingrid Kullberg-Bendz,\N,\N
nm1128201,Ken Forman,\N,\N
nm6758600,Christopher Dylan White,\N,\N
nm0735323,Frank Rodriguez,1960,\N
nm1987417,Gary Lee Mahmoud,\N,\N
nm5938752,Joseph Anthony Jerez,\N,\N
nm1682390,Sue Jean Kim,\N,\N
nm8044732,Miah Velasquez,\N,\N
nm9569611,Tyler Bourke,\N,\N
nm3818369,Natalie Woolams-Torres,\N,\N
nm0001001,James Caan,1940,\N
nm2383250,Logan Miller,1992,\N
nm1507857,Keir Gilchrist,1992,\N
nm0005041,Laura Innes,1957,\N
nm0388064,Edwin Hodge,1985,\N
nm3950210,Bailey Noble,1990,\N
nm3929887,Lili Reinhart,1996,\N
nm0240043,Anne Dudek,1975,\N
nm0827565,Mindy Sterling,1953,\N
nm1305878,William Charles Mitchell,\N,\N
nm0131541,Dean Cameron,1962,\N
nm6516135,Nik Dodani,1993,\N
nm6845927,Luke Spencer Roberts,\N,\N
nm0455316,Ted King,1965,\N
nm0451896,Billy Khoury,\N,\N
nm4762994,Francesca Ling,\N,\N
nm0227688,Elyse Dinh,\N,\N
nm8111141,Marc Iserlis,\N,\N
nm4960279,Margaret Qualley,1994,\N
nm12493746,Raïka Hazanavicius,\N,\N
nm11512627,Khalil Ben Gharbia,\N,\N
nm10435313,Marguerite Thiam,\N,\N
nm8627770,Maïra Schmitt,\N,\N
nm3676680,Théo Fernandez,1998,\N
nm12693469,Rebecca Williams,\N,\N
nm0044386,Anne Azoulay,\N,\N
nm10952489,Alexander Ferrario,\N,\N
nm0235461,Mélanie Doutey,1978,\N
nm0996471,Samuel Benchetrit,1973,\N
nm3731039,Anouar H. Smaine,\N,\N
nm10396026,Kelly Bellacci,1996,\N
nm5049136,Thierry Rousset,\N,\N
nm4680788,Ludovic Coutaud,1991,\N
nm4724879,Keith Farquhar,\N,\N
nm0957396,Zirek,\N,\N
nm12104558,Julia Nègre Fanny,\N,\N
nm0000057,David Niven,1910,1983
nm0134594,Cantinflas,1911,1993
nm0192958,Finlay Currie,1878,1968
nm0605923,Robert Morley,1908,1992
nm0820105,Ronald Squire,1886,1958
nm0842981,Basil Sydney,1894,1968
nm0002021,Noël Coward,1899,1973
nm0002145,Trevor Howard,1913,1988
nm0930732,Harcourt Williams,1880,1957
nm0138987,Martine Carol,1920,1967
nm0272794,Fernandel,1903,1971
nm0000964,Charles Boyer,1899,1978
nm0450810,Evelyn Keyes,1916,2008
nm0337472,José Greco,1918,2000
nm0231555,Luis Miguel Dominguín,1926,1996
nm0738042,Gilbert Roland,1905,1994
nm0404806,Fedja van Huêt,1973,\N
nm0899703,Lies Visschedijk,1974,\N
nm5119691,Mark Kraan,\N,\N
nm5007856,George Tobal,\N,\N
nm0291756,Porgy Franssen,1957,\N
nm2540290,Marike Mingelen,1967,\N
nm0459375,Bart Klever,1956,\N
nm1541892,Leon Voorberg,\N,\N
nm7466628,Ortál Vriend,\N,\N
nm0653824,Jasper van Overbruggen,1974,\N
nm1689847,Pauline Greidanus,\N,\N
nm0461175,Ad Knippels,\N,\N
nm3166295,Huub Smit,\N,\N
nm0937019,Mads Wittermans,1977,\N
nm1232239,Astrid van Eck,\N,\N
nm0119870,Reinier Bulder,1953,\N
nm9621815,Carmen van Mulier,\N,\N
nm4315764,Chris Gibson,\N,\N
nm3068991,Dafna Kronental,\N,\N
nm3137436,David Macrae,\N,\N
nm2727078,Shane Lee,\N,\N
nm4247703,Keith Gordon,\N,\N
nm3565971,Nick Antoniades,\N,\N
nm3090492,Menik Gooneratne,1979,\N
nm1925556,Glen Hancox,\N,\N
nm2333849,Robert Plazek,1971,\N
nm8607249,Warwick Leeson,\N,\N
nm8607250,Matt Young,\N,\N
nm4254373,Lauren Wade,\N,\N
nm2016972,Anne Cordiner,\N,\N
nm8607251,Toby Pierpoint,\N,\N
nm4200811,Peter Bright,\N,\N
nm4987888,Bethia De Groot,\N,\N
nm4261223,Gordon Boyd,\N,\N
nm2623459,Stephanie Lillis,1985,\N
nm0001671,Diana Rigg,1938,2020
nm0117339,Rob Brydon,1965,\N
nm2631544,Cariad Lloyd,1982,\N
nm3495071,Max Lang,1982,\N
nm0113055,Arnold Brown,1936,\N
nm1469295,Emma Tate,1971,\N
nm11239605,William Barber,\N,\N
nm10858810,David Cummings,\N,\N
nm10339015,Charlotte Davis-Black,\N,\N
nm10421553,Emmy Dowers,\N,\N
nm11239606,Mia Wilks,\N,\N
nm0002231,Gian Maria Volontè,1933,1994
nm0093030,Florinda Bolkan,1941,\N
nm0764369,Gianni Santuccio,1911,1989
nm0650010,Orazio Orlando,1933,1990
nm0870806,Sergio Tramonti,\N,\N
nm0231572,Arturo Dominici,1918,1992
nm0719354,Aldo Rendine,1917,1987
nm0287530,Massimo Foschi,1938,\N
nm0656993,Aleka Paizi,1919,2009
nm0244602,Vittorio Duse,1916,2005
nm0666480,Pino Patti,1926,1992
nm0709951,Salvo Randone,1906,1991
nm1460904,Giuseppe Licastro,\N,\N
nm0208522,Filippo De Gara,1928,1989
nm0342114,Fulvio Grimaldi,1934,\N
nm0012009,Ugo Adinolfi,1943,2016
nm0549121,Franco Marletta,\N,\N
nm0069039,Giacomo Bellini,\N,\N
nm0001379,John Huston,1906,1987
nm0305955,Andrés García,1941,\N
nm0830153,Hugo Stiglitz,1940,\N
nm0346708,Gloria Guida,1955,\N
nm0900557,Marina Vlady,1938,\N
nm0000805,Claudine Auger,1941,2019
nm0136551,René Cardona III,1962,2021
nm0247513,Carlos East,1942,1994
nm1411188,Gretha,\N,\N
nm1412894,Catherine Piaget,\N,\N
nm0038252,Mario Arévalo,\N,\N
nm0952692,Jorge Zamora,1928,\N
nm0038131,Adalberto Arvizu,\N,\N
nm0297450,Miguel Ángel Fuentes,1953,\N
nm0305708,Andrés García Jr.,1968,\N
nm0120878,Mike Moroff,\N,\N
nm0636363,Nailea Norvind,1970,\N
nm0882737,Steve Uzzell,\N,\N
nm4175221,Karan Soni,\N,\N
nm0243233,Mark Duplass,1976,\N
nm3034178,Desiree Akhavan,1984,\N
nm1747551,Kyle Field,\N,\N
nm0004354,Caveh Zahedi,1960,\N
nm3314468,Jeff Man,\N,\N
nm2674307,Patrick Brice,\N,\N
nm1591353,Jonny Brugh,\N,\N
nm0169806,Taika Waititi,1975,\N
nm1318596,Jemaine Clement,1974,\N
nm1129962,Cori Gonzalez-Macuer,\N,\N
nm2975042,Stu Rutherford,\N,\N
nm0814280,Kang-ho Song,1967,\N
nm1982607,Kim Ok-bin,1986,\N
nm2565312,Hee-jin Choi,\N,\N
nm3641121,Seo Dong-soo,\N,\N
nm2604920,Hwa-ryong Lee,\N,\N
nm1960271,Mi-ran Ra,\N,\N
nm0661845,In-hwan Park,1945,\N
nm0248254,Eriq Ebouaney,1967,\N
nm5295348,Thati Pele,\N,\N
nm1322499,Jong-ryol Choi,\N,\N
nm5526343,Yong-wan Goo,\N,\N
nm3210216,Hwang Woo-seul-hye,\N,\N
nm1390122,Kim Hae-sook,1955,\N
nm0793784,Shin Ha-kyun,1974,\N
nm1367681,Dal-su Oh,1968,\N
nm2995617,Mercedes Cabral,1986,\N
nm0814309,Song Young-Chang,1958,\N
nm3673399,Cheol-woo Han,\N,\N
nm0001624,Oliver Platt,1960,\N
nm0004790,Scott Caan,1976,\N
nm0004966,Bill Goldberg,1966,\N
nm0000535,Rose McGowan,1973,\N
nm0266261,Dallas Page,1956,\N
nm0512610,Richard Lineback,1952,\N
nm0654104,Chris Owen,1980,\N
nm0096165,Steve Borden,1959,\N
nm0001592,Joe Pantoliano,1951,\N
nm0001445,Martin Landau,1928,2017
nm0005352,Caroline Rhea,1964,\N
nm0810090,Tait Smith,\N,\N
nm0016687,Ellen Albertini Dow,1913,2015
nm0293466,Kathleen Freeman,1923,2001
nm0000794,Lewis Arquette,1935,2001
nm0953257,Ahmet Zappa,1974,\N
nm0139639,Chad Carr,\N,\N
nm9698933,Andrew Baker,\N,\N
nm1039519,Bridget Bree,\N,\N
nm9698938,Eric Clayton,\N,\N
nm9698931,James Cole,\N,\N
nm1254542,Tony Halstead,\N,\N
nm9698936,Jonathan Lambert,\N,\N
nm9698935,Thia Maidment,\N,\N
nm9698937,Fran Penberthy,\N,\N
nm9698934,David Playle,\N,\N
nm9698932,Lucy Stiles,\N,\N
nm0136393,Oscar Cardenas,\N,\N
nm2242932,Kenzie Dalton,1988,\N
nm0001295,Graham Greene,1952,\N
nm0004757,Selma Blair,1972,\N
nm1129746,Tokala Black Elk,1984,\N
nm0004740,Bill Bellamy,1965,\N
nm0512455,Jon Lindstrom,1957,\N
nm0607703,Glenn Morshower,1959,\N
nm1194672,Julie Gonzalo,1981,\N
nm6653507,Harlow Frances Rocca,\N,\N
nm4623337,Shane Almagor,\N,\N
nm2635235,Trisha Rae Stahl,\N,\N
nm0548449,Monte Markham,1935,\N
nm0865119,Beverly Todd,1946,\N
nm2796058,Rebekah Kennedy,1984,\N
nm1260534,Rob Evors,1976,\N
nm3014633,Kaitlyn Squires,\N,\N
nm4579142,Ava Locklear,1997,\N
nm0000212,Meg Ryan,1961,\N
nm0000502,Christopher Lloyd,1938,\N
nm0001288,Kelsey Grammer,1955,\N
nm0000279,Hank Azaria,1964,\N
nm0001613,Bernadette Peters,1948,\N
nm0000379,Kirsten Dunst,1982,\N
nm0001450,Angela Lansbury,1925,\N
nm0429115,Rick Jones,\N,\N
nm0551908,Andrea Martin,1947,\N
nm0364385,Glenn Walker Harris Jr.,1983,\N
nm0600717,Debra Mooney,1947,\N
nm0539395,Arthur Malet,1927,2013
nm0416349,Charity James,1958,\N
nm0130356,Liz Callaway,1961,\N
nm0000327,Lacey Chabert,1982,\N
nm0191906,Jim Cummings,1952,\N
nm0230731,Jonathan Dokuchitz,\N,\N
nm0765815,Nozomu Sasaki,1967,\N
nm0157133,Shigeru Chiba,1954,\N
nm0644527,Megumi Ogata,1965,\N
nm0387033,Nobuyuki Hiyama,1967,\N
nm0299447,Sanae Miyuki,1959,\N
nm0023924,Yuri Amano,1966,\N
nm0849028,Mayumi Tanaka,1955,\N
nm0477449,Hisako Kyôda,1935,\N
nm0794232,Yuri Shiratori,1968,\N
nm0619999,Shigeru Nakahara,1961,\N
nm0840721,Hirotaka Suzuoki,1950,2006
nm0960037,Hôchû Ôtsuka,1954,\N
nm0594094,Yûji Mitsuya,1954,\N
nm0297983,Nobuaki Fukuda,1950,\N
nm0948417,Chisa Yokoyama,1969,\N
nm0493868,Cliff Lazenby,1970,\N
nm0619287,Rik Nagel,\N,\N
nm0992172,Elisa Wain,\N,\N
nm0000202,Ryan Phillippe,1974,\N
nm0000680,Casper Van Dien,1968,\N
nm4338976,Jack Griffo,1996,\N
nm9153290,Lexi Simonsen,\N,\N
nm0121404,Richard Burgi,1958,\N
nm0001411,William Katt,1951,\N
nm1027847,Samaire Armstrong,1980,\N
nm0001530,William McNamara,1965,\N
nm2238551,Randy Charach,\N,\N
nm3626674,Jacob Grodnik,\N,\N
nm2213461,Chris Jai Alex,1982,\N
nm6249158,Gene Freeman,\N,\N
nm0428622,Tank Jones,\N,\N
nm0517576,James Logan,1970,\N
nm3143499,Nicole Reddinger,\N,\N
nm1914877,Christopher Troy,\N,\N
nm1125629,Esteban Cueto,\N,\N
nm2628854,Jennifer Wenger,\N,\N
nm0005527,Sofía Vergara,1972,\N
nm4750149,Jose Velazquez,\N,\N
nm7208549,Orlando Pineda,\N,\N
nm9107693,Martín Fajardo,\N,\N
nm7712997,Fredy Yate,\N,\N
nm1456568,Camilo Jimenez Varon,\N,\N
nm0380073,Maximiliano Hernández,\N,\N
nm6019128,Alejandro Barrios,\N,\N
nm2207582,Julieth Restrepo,\N,\N
nm5104382,Andrea Garces Lopez,\N,\N
nm2376223,Johnny Mansbach,1971,\N
nm0959242,José Zúñiga,\N,\N
nm2975962,Alberto Ammann,1978,\N
nm3849102,Gabriel Sloyer,\N,\N
nm0661651,Jeffrey Vincent Parise,1971,\N
nm0850123,Christian Tappan,1972,\N
nm1226341,Alberto Guerra,\N,\N
nm0195439,James D'Arcy,1975,\N
nm1789970,Addison Timlin,1991,\N
nm1711829,Steven Strait,1986,\N
nm3216408,Drew Van Acker,1986,\N
nm0266611,Mark Famiglietti,1979,\N
nm4137057,Nicholas Baroudi,\N,\N
nm4663721,Lisann Valentin,\N,\N
nm1538210,Hilary Barraford,1978,\N
nm8311268,Akaash Yadav,\N,\N
nm5279900,Elle Army,\N,\N
nm5238325,Mikaela Holmes,\N,\N
nm5146411,Martin Sprock,\N,\N
nm4224761,Justine J. Hall,\N,\N
nm9050723,Zealand Tallman,\N,\N
nm13467184,Spencer Patwal,\N,\N
nm0629737,Taylor Nichols,1959,\N
nm0001177,Chris Eigeman,1965,\N
nm0072737,Tushka Bergen,1969,\N
nm0000227,Mira Sorvino,1967,\N
nm0612992,Pep Munné,1953,\N
nm0773321,Hellena Taylor,1969,\N
nm0046121,Núria Badia,\N,\N
nm0004959,Thomas Gibson,1962,\N
nm0319636,Jack Gilpin,1951,\N
nm0690290,Pere Ponce,1964,\N
nm0530213,Laura López,\N,\N
nm0004575,Francis Creighton,1972,\N
nm0733730,Edmon Roch,1970,\N
nm0765951,Diana Sassen,\N,\N
nm0060148,Àngels Bassas,1971,\N
nm0062494,Elisenda Bautesta,\N,\N
nm0599409,Andrea Montero,\N,\N
nm0214685,Fred Degen,\N,\N
nm0821596,Michael Stainton,1935,\N
nm0578477,Georgina Melville,1949,2004
nm0460808,Ashley Knight,1959,\N
nm0061059,Lucinda Bateson,\N,\N
nm0949833,Lola Young,\N,\N
nm0787587,Gary Shail,1959,\N
nm2819121,Metal Mickey,\N,\N
nm0359566,Irene Handl,1901,1987
nm0335328,Cy Grant,1919,2010
nm0056700,John Barrard,1924,2013
nm0676331,Arnold Peters,1925,2013
nm0449693,Fraser Kerr,1931,2000
nm0071681,Colin Bennett,\N,\N
nm0552311,Gary Martin,1958,\N
nm0135219,Jonathan Caplan,\N,\N
nm0531163,Jimmy Mac,1902,1984
nm0625567,Louise Nelson,\N,\N
nm0178041,Garry Cooper,1955,\N
nm10269752,Daniel Mavrov,1998,\N
