locationID,mID
22,0082427
37,0360323
73,4434688
3,0016641
68,0078401
3,13623136
,1241721
64,9198364
3,0028216
8,6561576
19,0489237
368,13097336
,2983582
3,0787505
,12497068
,8956872
4,3077108
3,5814534
,13243914
,0159099
54,0096320
88,0223897
19,0092329
3,0075393
9,1483803
369,2076850
78,1149361
,7197132
6,0097240
,13153616
203,2119404
4,0068168
7,2390237
3,0092744
,0181850
7,0091578
7,0088503
,8611552
7,0081937
3,0086050
,12104902
,17024450
4,0292963
,1924273
,7879138
69,0088814
370,0795421
281,0081027
9,3826866
,1498780
,5332206
371,13606512
,4846958
,4335650
372,0092534
12,2062700
354,0094860
373,2363213
215,9257906
30,0130623
,0183678
158,6132720
58,0261392
,10314988
3,2132285
,13722802
3,4776564
374,3086386
36,15342244
22,0096046
,10403420
3,0035567
,8434110
187,0080736
,6785752
4,0066960
,6193408
,11700260
45,1710295
158,7999996
4,0378947
9,0419843
83,0790770
7,0024473
4,4126394
375,9471660
3,0131704
,11433048
,12347286
,0089877
158,15715130
,4782144
10,0120004
,12104152
376,0119395
,0063278
32,0064494
,19265480
187,0094142
185,11468258
,0462538
153,0120512
3,0112887
54,5792656
37,0104511
9,4667610
9,7615052
128,0443473
154,0462590
377,7431594
,0089591
83,2179116
3,0027652
36,2180339
,9867686
68,4060866
,1568322
378,0332658
3,1247704
,2597892
37,0452637
21,0772157
9,0160184
379,0363771
3,0489015
12,3799372
,12015466
380,1921064
,10548944
,18725292
3,0460883
,13549160
295,0073018
,4578126
368,8963708
6,0368578
,2479722
6,0106453
,4779020
,5207922
,14200784
,13017204
4,0798817
381,0063633
,10214826
41,0080745
4,0067848
158,1074638
71,15837458
382,5001754
3,2179936
3,0049408
149,8165192
19,0086541
338,0112073
149,0092675
167,3778644
,0161644
166,0042876
220,5370828
383,1911600
4,3631112
12,0068638
4,7175178
7,0090605
,6211976
148,0272207
,4803738
3,0039391
218,0058203
149,0078243
,18550036
3,0265298
7,11559472
3,0057329
,12751534
4,0054176
7,5687270
12,2449810
,17591016
380,0057197
269,0054759
4,9598214
54,3608930
,2560092
77,2160105
,0272425
73,0901476
80,0102722
,17080956
37,0905994
168,0115857
124,0281617
,10427920
3,0108147
21,6367558
3,0046026
7,1092634
3,0274659
3,0091799
3,1592254
3,0045546
47,0082933
36,1763264
3,10324528
,7895824
3,0095326
384,0095497
4,0052832
,15352516
385,0083089
41,9742392
378,1720619
9,0112830
12,3593046
7,0462520
,14278820
386,0111686
3,0044091
3,0038650
22,0156323
,2189256
,15096128
4,0019777
,4769824
109,1682180
,11470588
,0161941
,0258979
140,3954936
,10262380
,13535306
9,0114608
,0106332
7,6136778
,7678604
387,7349016
9,17043230
3,0054195
3,0037638
3,0081568
3,0231956
,2402600
12,6693156
388,1786368
21,0411272
7,0051285
3,0100649
16,2584384
3,0338077
,7583274
,3402242
3,0082766
19,1352824
4,0076666
7,0063385
,13716060
73,9419056
4,0048356
7,5711148
7,0056931
19,0176783
3,0075503
3,0087968
37,1045658
185,1725795
77,1434435
389,5607714
9,8663516
3,0048124
40,1364465
12,0119313
3,2105044
3,0346156
3,0028683
3,0105156
390,0419887
58,13970360
,0412704
3,0052311
,15208860
8,1999890
7,0348505
3,1957945
37,2582496
3,0103192
177,0780503
19,0963194
137,14629580
3,0086896
,14169816
10,0068649
3,0075359
3,0080431
391,0098321
,6197070
45,8991526
36,0441796
392,0078077
,4137924
,6667676
285,0305711
112,7740204
,10075536
4,0082449
134,4061620
203,1082599
3,0086262
4,10553210
3,3608654
393,1041804
,6912372
394,2058673
,8998768
7,0849988
33,1556243
,1977747
19,0099365
395,13270424
,11918504
,10368982
19,0295700
3,0098994
7,0194605
321,5616644
3,0112740
9,1121096
,12767498
281,15071814
,7176054
3,0897361
3,11252248
396,0079075
7,2081437
,5946852
64,0398330
184,5556054
222,10189204
397,0399862
3,0098662
,2140203
,0297040
12,0139699
9,0313911
13,3567194
398,0167886
17,1024810
82,0812352
7,19175540
,11639190
3,0250310
7,0210065
4,0974977
40,8258502
21,10115562
43,0475944
,10978032
4,0095878
19,0356614
,2278870
338,0364751
9,11187454
19,0107057
,0200800
10,0090305
4,0093010
3,0177886
9,0118570
3,0073662
7,1213648
71,0995032
40,1098356
3,5962210
21,0118996
59,0187393
3,0099664
7,0125439
,15012366
4,0117283
12,0109198
41,0313670
77,1603257
,0045609
399,4331970
3,0108983
148,0097911
30,0043137
,2484120
,5091902
295,0046268
,9501310
177,0142233
54,0478855
3,0058265
3,0066999
400,12472554
,1621039
,0407121
127,0839938
,17278774
4,0349467
9,1318514
,6952960
3,7397098
71,9356952
8,3263904
3,0082425
401,0053285
,4503324
,0091428
33,9205538
21,2234261
,7702924
,1183252
29,4374286
,14084828
,15488838
402,0758742
,1623288
,5478534
3,1885265
,3791072
21,0048980
,14169770
7,0212380
212,0062407
54,0074228
4,1277936
,6452332
3,8143990
3,0098089
,11827166
77,2230358
3,5795086
,13387604
203,1253863
,2186735
,0084315
64,0078751
403,0070547
404,0429715
132,0078740
,0066040
405,0418689
47,2847438
,0120080
135,3344680
3,0019130
,1821658
7,0070078
123,3823996
58,3581652
,18766276
148,0298203
3,12578922
7,0056095
3,0086383
406,0072019
73,1489889
3,10713340
407,0082096
54,13924672
177,8404256
56,1024943
3,1121931
16,6814214
3,0256524
4,0084314
10,0218619
,9892700
408,4057998
19,0161942
7,2503944
3,3584496
165,0295721
9,2124787
409,8397524
410,13106334
,15489686
140,14770620
,9614452
33,1730768
29,4273886
8,0098193
,10243676
19,0120692
8,7284204
27,0084777
3,0021749
19,0489270
44,0117509
19,1467088
68,2386278
,11892182
411,2265171
4,4558200
68,0357668
271,0139462
47,4176826
37,0815236
7,0068235
,11827694
3,1922685
7,0191996
3,12757438
,6952230
,2842418
7,0382189
7,0439572
3,0079489
140,0256380
47,4123432
3,0093437
158,14898744
140,0406816
154,0283084
19,11399224
7,2403439
75,6499852
,10562574
41,2141751
68,0133189
37,0412467
4,0118589
3,0034936
22,0094824
7,0072608
412,3202202
40,0816556
,8108200
99,0204313
3,0120820
7,0847161
19,2386404
,14691120
8,0080379
,3467380
209,11285908
82,4463816
68,0063442
,0069607
,14004398
37,1314655
3,0250494
40,0077064
17,0060315
3,0186566
7,0291833
21,0110413
12,0108551
3,0240402
3,0107282
,4494382
3,0085961
167,6740146
10,0146882
4,0048254
140,3177316
9,5719748
61,0057115
160,2258337
413,0061177
9,1106447
,14030816
,12358316
19,6877562
9,0103955
7,3238502
43,2091256
116,0083156
29,0423866
4,1371150
,1333192
,8545514
137,0065377
128,14438348
14,12897880
3,0054743
180,11541444
3,0119918
414,0060736
158,5994796
68,2848324
7,0087589
4,0056193
7,0284335
7,0324264
209,1527788
268,6441720
4,1117983
3,0317705
7,9806370
7,2935476
58,0799934
187,0120389
3,10344522
21,0078122
7,0095294
184,0411195
,0113926
3,0092644
3,10533804
89,1466054
54,4046784
,2271565
140,0104691
239,3352390
,9537888
47,0055256
,3614922
56,10083340
9,2960930
415,9770150
406,8253606
3,0118492
4,0169299
,1455816
8,0778661
,15616218
,1568921
,12861212
,0084237
190,0094764
3,0044937
3,0081480
27,0063715
7,0039297
27,1263750
83,8809652
173,11586384
3,3546114
4,0072251
3,0105236
,10087604
9,1140941
,6263490
7,2084977
3,0924129
4,13323626
,2188807
7,0164221
,16960240
140,0191754
,8226804
34,0354623
,14220316
416,0310164
,0063790
,13411298
,0837562
19,13320662
,14673560
,8924990
22,0075765
417,0409011
68,14715170
30,0076009
7,0302128
3,0078158
,11395472
,12937306
,10739666
34,0114394
,0048449
418,1654523
419,2924590
22,0084522
34,4949290
420,0091129
421,0387131
283,10714778
3,0814314
40,15233564
140,0339291
225,5052474
15,2058107
4,0067350
,0181627
12,0078227
,2429870
54,1314228
36,2024544
7,0358349
107,0111359
3,0113972
76,0372588
9,0100240
22,0080487
3,0087291
3,0134084
46,0322659
36,1860357
187,14656632
422,0118623
173,0015202
133,0107616
3,0033028
8,6781982
4,0215545
7,0069281
4,1403981
10,0120784
423,2617828
,7439748
67,1703148
4,15218000
36,2396589
7,10155932
,0188557
424,0131566
,7403614
27,12580324
,18300878
68,0086192
4,0085470
7,1031241
,13681790
,12247528
128,13918550
54,0478134
,0248119
,13854248
107,0070707
3,0098519
425,7917178
73,0261983
282,0236348
30,0181151
,0083033
27,0046250
426,0443543
,15744298
427,1302067
,1525836
,13019570
222,9738716
,11383280
4,0106676
29,0310775
428,0116209
3,6104206
3,0814164
105,0068245
,8115688
68,0064115
,5147214
4,0031593
,5724316
69,3919200
17,0302447
,1935094
,9442842
429,8637428
19,8647310
154,1063056
140,0107889
128,0116654
,1570970
8,1605630
27,0069729
47,0080380
,0047767
430,8550514
9,0317676
7,0408236
,1663668
124,4779682
203,8328716
4,0062185
,18830064
37,1193126
3,0119173
7,0066740
32,2515034
19,3319920
3,0082242
,7329656
3,0112408
97,1697068
3,0067716
27,0052782
21,1235166
3,0040308
69,1661275
50,7737640
68,11084432
110,0093137
,12064810
89,1640459
,0165982
249,0891527
,11717010
9,15978956
3,2724064
6,0363589
431,0121766
7,0377084
112,1399683
,0075585
39,0084434
,13779166
,1866426
3,1728975
,5378092
175,1298644
432,0824758
3,3152592
3,2201261
3,0281686
112,4681454
433,10365998
77,0165587
,4151288
,11315808
369,2294629
148,0083907
,1511543
4,0099160
8,1950186
,0054665
434,0085486
98,14371878
435,0858411
7,0075561
3,0096808
9,11127388
,16154056
12,6212496
3,0071396
37,0082744
175,4479380
154,0097500
,7255366
110,0091012
436,10340648
437,10701458
4,0117609
,14376344
,13073374
89,0497353
,13156344
89,0386751
40,0106450
7,3574152
4,0119987
3,14516188
149,0092263
83,1872818
438,8263936
173,13450470
9,0110146
,6190050
7,0059127
3,0112339
,0942896
149,0078252
3,2243537
,13105716
4,2420756
3,0081229
,13661118
3,0083630
238,10308632
9,13265876
3,0061592
22,0095740
149,0103950
12,0072331
439,0072353
,0107664
7,0312004
3,1057576
3,0070222
,0428870
36,0889595
40,8681362
3,0106753
3,3783958
3,0101628
7,4520906
98,11286640
158,3150586
7,0120879
21,0053472
55,2101473
357,0080801
,10874298
,9426210
440,0450836
83,9071322
380,6892206
,9112152
36,1235522
21,0048947
267,0408839
,1482459
,14888874
,3103340
63,2325833
3,1333125
47,0103434
3,0311289
,10376010
441,5959698
227,1151410
222,0387575
442,4849438
64,0110678
152,0095241
,0778849
443,10366514
,8228172
167,1646987
444,11204154
32,1437358
,7659018
4,6303866
3,0088402
68,1323045
3,0078295
69,0338632
227,1028532
3,0088255
3,0100395
3,0364376
220,0095467
140,8291284
,1572781
,18968540
8,7054636
,2182972
88,0060018
242,1092026
,0142920
140,2510434
3,0040457
3,0253867
3,0038190
,3359350
3,2234155
64,2222848
239,7914022
3,0068828
445,1391034
446,1025100
177,0434131
3,0056541
3,0046248
3,0071960
71,0377749
,10588750
3,0035432
148,8305806
,6783056
,0328720
3,0101309
19,5889372
,14411808
447,0228786
7,13893696
448,0108211
182,0065950
377,2377322
449,9130508
3,0040876
309,0064243
146,0098546
3,15033192
,1694022
7,0072960
47,0405094
450,5599692
130,0118845
,0026197
,8429660
,8091892
3,0044706
451,1692190
3,0061080
8,0783640
,18265192
7,0480011
3,2271500
,5006214
,0100044
,0115641
88,0479884
43,2076822
222,2263648
,8199834
,1867086
82,0145503
140,0087262
,10309308
,15122138
7,0308644
,1797530
19,1798632
74,3721954
,1985966
10,0970866
3,0115798
,11579056
227,0480242
,0482957
3,1974420
,0902999
83,0048860
7,1232776
452,0061138
80,0119194
12,0108823
39,0130172
7,0067119
,0085110
3,0042393
19,1967502
,0818519
,12105596
,1883367
,0088334
187,0081747
9,5361326
,2850386
453,0066207
,0092577
3,0032258
454,11638962
4,0417217
187,0300532
,3911200
3,0090583
3,0050271
12,0083642
,0065282
,16945428
19,2554274
82,1161864
3,0063049
70,0120053
3,0070270
38,0115493
4,2452244
203,0907676
22,0069308
7,0078748
,13804084
,5734258
7,0088846
9,0389957
,0111735
8,0096402
455,7279188
36,4009278
19,11392272
456,11558684
4,2217859
4,0094678
3,0089280
457,0106305
7,0101054
,18412222
49,2237324
140,13655120
133,0067513
3,0086250
3,0097981
458,0118556
4,6736300
8,4765284
3,0101698
,0134057
4,0109093
12,0074812
,0494232
459,8266310
7,0113243
9,7616798
43,0079894
3,0080464
3,3706352
,1193627
27,1543459
153,11186952
,13400006
295,2935564
,5829168
3,0074258
4,0116313
27,0060794
100,3566834
15,1588895
,6324278
125,6210996
,1686018
3,0060168
3,0065566
460,0120679
,9281458
380,0304711
,13622996
7,2077886
39,0105665
73,6421110
58,0083972
461,0071448
140,15289240
3,4058836
,11821792
462,0069019
3,15374070
21,0309987
7,0058382
,10473312
3,1606339
140,0416212
8,4846340
53,0210234
7,0157583
,7339826
,0357139
3,12059016
19,2331047
,16913072
,3801456
19,0266452
140,0249478
463,9048786
,16183464
,6134274
,5795232
22,2171120
21,0090095
30,0105226
12,0072226
,0167703
,12829958
,5888384
,14584834
,0301526
,1849718
203,2375779
4,4444438
3,0098536
,0131409
4,0162650
3,0093894
,7112156
3,0066848
357,0116163
,5832032
3,0056891
464,2369041
3,0079668
51,15289736
22,13361442
187,0971209
,15026576
19,0457419
3,0073961
465,0066319
3,2347569
,10127228
3,0265808
,2776710
32,0068863
119,0119632
,3487994
3,0093507
460,0089901
64,0079482
,14113198
466,3344694
7,0984200
140,2290739
4,9222438
80,2917388
19,2988852
8,5936866
22,0102724
364,0870090
,6805938
,9109072
,13273550
3,0083530
9,1879032
4,0387514
22,0093744
467,1837636
,1790606
468,0486655
3,1017451
469,0047034
209,5729348
,6404896
,3416828
7,1714210
190,7838536
37,0051418
3,0089173
,4641828
26,0327162
76,0111218
,11681282
36,1764647
,14644726
,4729560
44,0218922
8,8851148
140,0100201
3,0091630
,1213012
4,13483866
7,0064072
,8181422
464,1240952
,0498443
282,8172466
3,6418890
3,0240462
163,3859272
3,0096438
,4633694
80,0096163
12,0052969
109,12731980
4,8563452
,4332152
,0306646
3,0069897
312,2184390
,15768848
9,0220506
30,0081698
36,8244784
19,1386703
,2295578
177,0058279
3,0074486
,10399674
470,9669176
19,7026672
,0077738
216,0083366
,0035446
36,0052902
,7451284
,10613844
51,0069530
,6090044
54,1756855
234,0263728
,2166616
7,0484111
100,0100260
269,0072824
,11505692
8,0104299
3,0090037
27,0084028
4,15358226
,0055328
,9297074
,0071203
3,0098354
,13892710
,16605660
7,0075807
,2098632
,12496582
22,0104027
7,0057435
215,1754700
471,6349302
140,0093051
3,0156182
3,0247087
280,0070825
,2005268
,10759336
,10503736
3,0113277
6,8009744
7,1046947
,0070622
472,3792960
7,3371366
473,0120915
,2494376
3,1217209
4,0097216
7,0119347
474,0357110
7,0078657
68,0297120
148,2433040
3,8829830
4,9789042
3,0039808
,1646876
,6203010
,0075543
,0113799
,11043546
3,4871980
,13133486
9,0907680
,0787474
148,2133333
,6516314
82,0380869
3,0023427
3,0371746
,9696162
37,1598828
,13108124
107,8859236
,3022458
475,4374460
,11730914
14,0117420
,2562694
3,0074014
100,0105695
36,12261776
6,1068641
7,0811026
359,1901024
4,1634136
43,0079770
20,0409345
7,0086987
82,12873562
3,8310924
3,2771372
3,0210403
36,6472976
4,1999987
3,0466839
476,0114682
134,0118158
4,0063356
51,0386820
37,0061122
,11852806
307,0415160
4,0096310
54,6343314
27,0096153
,11176322
81,5952138
,2009776
3,2292959
3,0088044
8,0071771
73,0177971
133,0072196
477,0069467
,10229982
,13897308
8,14168394
22,0023551
9,0099387
184,0040103
9,0285182
,12474056
271,8299768
17,2968136
3,0116922
,1646926
3,1189340
4,0094793
3,0937375
22,1919814
7,5697572
158,6697582
,12409194
9,0381707
19,2039338
7,0970179
478,1442572
190,2290065
479,1929308
213,4954522
3,0092537
55,1211956
480,0084737
481,1866570
,4572116
140,0092112
,13907114
97,1820723
3,0023694
,4525270
112,1003010
,9085692
3,0032976
,3330764
7,6811018
6,0112462
4,0117247
7,3361792
,0465925
482,0082971
3,0048261
76,0082783
53,0296042
,0083031
26,3411444
146,4746102
3,0091603
,13825848
3,1090671
,15506674
,0856797
,13364334
215,0098063
61,0050825
9,0106627
102,0248190
3,0026138
4,8550890
,0082674
,1475569
3,4276206
483,12929990
88,0119109
,9464038
484,9100346
227,0100486
19,3170832
36,0317132
7,2614684
36,2600742
68,0072610
,4719744
278,11050886
,6475250
,1071873
187,0097334
73,0062755
100,0443680
,8714776
,13796560
12,0387808
106,1798709
485,14440878
3,0048855
,1181840
486,0068559
9,1156454
,6149052
3,0120376
487,5727282
32,1748179
4,0089264
7,0068611
338,0103873
12,3727120
,8097306
3,0067803
34,2569088
36,2318527
488,0096945
,7209350
,7290030
489,1092005
3,0099800
145,1753813
490,8983202
,7737734
8,0926063
64,2119532
,5177694
3,0089560
58,1345904
3,3125324
43,2385074
73,5690360
187,0099720
54,2815966
3,0115813
64,0098803
4,0119576
8,3896198
54,1197628
3,0101502
,7023474
9,0113326
9,5034474
14,0891592
,18372060
37,8009428
37,0949731
,9536832
163,0094739
,11777920
,2208216
4,0106226
22,0082352
,7529472
,12528166
9,0088816
,7463730
3,0036931
,2393384
491,0057259
34,0117330
3,5716380
492,7277234
,11761186
493,0108432
,0105287
124,0389722
494,0437526
,0385690
9,0120902
3,0109838
81,11997646
242,0044419
68,0068762
454,0390197
3,0067419
190,12547822
13,3896738
,1210335
43,0416236
,7309938
,5290026
,17669358
21,0053198
3,0022286
133,0075614
,0955411
190,0382992
30,0158622
,5629964
312,5990474
19,1303828
3,5452780
3,0118824
,15432528
73,1648179
,0060661
61,0080196
,15679400
7,1361336
73,1742650
,12976224
,5834410
,6586042
232,2094766
495,0048750
,0792948
3,2907898
,13463778
4,0117287
39,0088024
496,2395427
19,0092842
,3253986
3,0083803
3,0083488
7,0284837
14,0093105
54,0100994
497,12359250
,0022899
17,0053290
,14392738
,13317320
,0103521
3,0068074
19,8372094
7,5075360
,4795016
3,0072536
,14106780
,12409886
,10510416
140,0094812
3,0268126
88,0120669
,3656380
37,0093870
490,9337588
3,0069704
109,0358273
,3038254
9,0097116
498,0107468
7,0104036
,3652896
3,1321509
197,18313302
32,0065009
499,0065398
137,0116705
54,5748448
,0336678
,5124240
234,0193364
3,11272066
,0106104
,9036998
,13777028
,6060992
9,6865690
7,1172571
,9113926
500,12361974
34,3096858
3,0040160
19,0913445
,5541002
237,0094889
501,0095403
58,0382077
3,0799949
7,13640696
3,11847410
3,0112255
256,1464535
3,0243736
3,0104938
37,0083169
218,10395866
17,0093969
59,0090490
,0259974
502,8110330
7,0147004
3,0456020
3,9362930
7,0060453
4,1366687
36,3658772
7,2763296
19,0120903
4,10793644
140,0106266
3,0109443
,2946498
10,1606389
160,1582546
9,0120611
503,0120744
88,2075291
187,1424381
30,0089652
3,0070350
34,0181315
43,3672742
190,2321549
,5764414
69,0119947
,8585800
504,2980648
54,0042646
487,1588342
3,6772950
19,0050026
3,0334965
7,0118172
505,1032856
,3422078
,1541718
3,0104879
3,5788136
64,1090903
216,0116731
58,0119360
3,0108399
203,1261978
9,1540741
8,1924435
,0472458
110,0096969
,9644058
506,0231971
3,0203425
88,0100157
,11237714
271,3602128
8,4438848
507,3755362
312,11694190
508,17048368
3,0456554
7,0072812
124,3705412
,2382009
3,0035799
3,0094919
509,0090630
510,0090196
,0379270
128,2236054
,0108624
3,0084747
304,0143338
,8871128
104,14604564
135,0443676
,14129378
3,2980764
190,10638522
69,1079959
,12109842
27,0050381
3,1575539
3,0039826
,6267164
73,1289401
492,0279250
51,0180748
177,0060277
3,0047985
3,0078330
7,0382737
167,3707104
7,6920356
,4587656
12,0116240
273,1330057
3,0421073
3,4998632
,4061848
12,0096257
116,4873118
,7587984
,3459088
21,0088934
,5565634
30,0091166
29,8092252
338,1219827
3,0063121
7,0086708
3,0214388
3,0092147
135,1733125
8,9701942
,12844100
43,0271308
,3170890
3,0089593
,12546328
,5753428
9,0309593
3,0085995
,0459683
75,0096149
17,0256009
,7868082
,5787290
3,0051947
,1979370
,7175204
354,0280289
69,6654210
,5595178
7,0115640
4,5884784
7,0332136
,4776390
,0063230
222,0966151
372,0106868
9,0401420
7,0059106
17,0112922
,0434179
511,9844938
3,0054038
187,1596346
140,0110006
512,7529298
,4121026
,0197273
,10011314
5,0080472
3,1791528
140,1300854
7,0312895
3,7007846
46,18078792
32,1562872
,0101130
4,0368222
4,0110684
,12948838
137,0420087
7,0830570
9,5758778
,9733108
513,0375233
,13559026
8,0113089
,6313900
,12874950
4,0067017
514,0080453
154,0164334
77,0120380
515,0086087
,10392648
100,5116302
,12299774
,18393682
472,7816392
,13178594
14,2187444
516,0324133
3,0082084
8,17279496
47,12929868
41,0436697
283,4326444
3,1716747
77,8058874
3,0458367
,0171725
21,0108394
4,0065832
3,0049128
3,0089539
,1073664
7,0910554
55,0099558
,15216644
,0167038
365,0068278
328,0067753
3,0057859
36,8415728
3,0063821
69,0770806
149,0097202
,0231626
37,2671706
4,0054997
516,0453451
3,10419672
517,3411420
58,0088184
3,0383216
158,15673502
518,12887770
3,2965412
26,1535438
13,2268458
68,0087277
234,0118647
,9572006
,15975122
83,7087210
22,0076704
,4547948
3,0049034
,10473036
30,0075525
47,4226388
40,0448011
,9848626
7,0082869
519,0960144
385,0455782
22,0112437
39,1099212
520,4981966
,10692232
3,0086190
,0094430
312,2191888
4,9731534
47,0116791
,11315238
,11802992
,4171032
,5661022
3,0364823
,0062573
,1999845
521,10409498
12,0814331
,8530456
73,0028691
,7725596
3,0078326
27,0059792
203,2763304
40,0080016
21,0006206
39,0119937
522,14849038
,2243469
523,0995031
524,0086543
12,7521214
88,0077093
21,0054821
3,6705162
3,0086671
3,0085121
525,1441952
115,1226236
3,0072499
,7344298
30,0114214
30,0096246
,5545254
7,0081163
54,0315733
,0323642
58,0382883
4,0918927
,0284110
526,15077296
3,0084899
527,6980394
,14509156
75,0066955
3,2481496
,1524575
4,0481141
137,1512240
,3643216
300,0087231
7,0080593
,0087123
77,0401815
7,16968450
528,0317919
7,0381966
3,1265990
36,7286966
,2417854
9,0116483
7,0081850
80,6802308
529,0112851
36,0142804
7,0080234
254,7298400
4,2911666
43,0089789
,0144618
,0131479
,8688550
,9271672
3,0041890
21,0381681
10,0981072
,9894660
3,0096324
,1865800
58,1814621
269,0053340
,7249258
530,4728386
3,3824458
140,0281358
133,4593060
36,0051818
7,0061094
531,0074769
,12655436
54,0079588
,12675920
3,0047960
,0099878
7,4777008
22,0096340
3,0328099
4,6169694
22,0089839
83,4483220
4,0455538
19,0183881
140,0102945
235,0462499
,13190868
19,0335121
83,0080474
,16383414
9,4035574
9,1306980
,1172203
3,0055895
532,0031334
,10644372
34,0454919
,1331294
533,0107151
10,2908446
12,0176269
,7214954
4,3949660
56,1787988
,7466442
495,13828966
34,10315050
4,0092632
,13085534
,7531096
3,0029843
,15176722
249,7903530
7,0037635
,0450392
10,0098051
58,1772288
8,5606664
7,11981644
3,0362227
534,3171764
535,13468602
3,0040580
3,0089538
82,8772262
285,0265651
,16410470
3,0059314
9,0094035
8,2387499
36,1853728
107,0068421
,13156334
41,1410051
7,1530509
,11899030
4,0023731
3,0074205
,14844740
3,0157472
3,0111081
249,0043456
,7167686
,11070216
378,1602098
3,0023940
163,5462326
4,6111574
33,0450188
536,0120866
9,11873484
36,1836944
3,11388406
3,7044076
12,0405296
37,1600195
,1295021
3,0060877
69,6981064
7,0122541
200,3007512
3,0041847
537,0089412
8,1560220
4,0094321
22,3403194
3,1846444
3,0114558
,14475870
201,1433822
7,0065656
69,1201607
12,6265828
6,0081505
30,0050407
194,0066970
,0117787
538,0383222
539,9648870
53,0040979
540,5080556
4,6688022
489,0116763
3,0040806
148,0038975
68,0120755
3,2463288
121,3399916
,1781816
22,0058150
375,14400214
22,0109417
12,0092997
541,0075147
542,5699060
3,10039344
,14766048
3,0042281
158,5606154
12,14586350
3,0077174
9,1655441
43,0102848
148,0113858
8,1731701
36,10418846
154,0111127
165,13438734
30,0081562
29,4939066
,0181549
543,5189554
3,3470600
4,6423362
3,12800524
,6916348
,8752474
9,0094642
7,0060176
225,14176542
544,2926810
,0094713
132,3547740
3,0119177
545,0106770
338,0360717
59,0804461
,9531772
,4297380
546,4698684
58,0096289
64,2404233
3,0161492
27,12989910
,2589362
29,7468056
59,0804443
12,4459134
4,0080120
3,0094948
39,0203726
6,0180274
3,0116531
,12876132
101,0069920
,0270933
78,0089860
3,0475394
4,0056752
212,0064816
54,0077524
55,0213847
340,1107816
,8415564
134,0086006
283,0069029
43,12235026
167,3640424
12,0109402
88,0118381
22,2869728
,1569923
6,0842929
7,0109279
3,0072856
,11505680
4,2251281
487,0150662
3,0030550
36,1117581
58,0090849
30,0065446
9,0166425
,0098410
,1305591
462,3278330
547,0063759
3,0072308
,9638680
27,0101366
19,0119675
,4706558
3,0056112
,6425560
7,0063240
,0397820
3,0049516
7,0074045
58,0087015
,8419594
3,0278488
235,1781922
320,0782037
4,1872181
10,0114924
4,2920808
161,0120746
88,0281322
12,0086312
4,0067217
39,2027064
64,10370042
213,7618604
,12298140
46,0044121
39,0099277
158,0066380
,1389648
94,3068894
,1139644
9,1486185
,0382590
21,5893264
68,3270108
3,0096193
3,0265591
3,0045963
7,0227984
71,0106452
4,16360004
3,14265992
271,0112040
154,0090060
,2473750
,7877382
7,0086904
7,4065340
548,0181199
,6066714
29,1499666
378,1440345
27,0119889
39,6060444
106,4743226
19,0165710
29,4680182
3,0960731
10,10623646
7,0163492
43,4425200
549,2082197
550,1181791
146,1595656
538,5814060
551,0379889
83,10168670
137,2870808
7,10342914
552,2586120
,2792284
553,0123948
154,0119142
53,4671274
19,1713938
3,0100811
3,0097637
,0129924
8,9684220
96,0072285
,6083648
158,2016894
7,0090404
27,1608290
68,0099409
3,0071717
43,2334879
54,2398231
83,0089601
133,0073554
107,0780567
163,0073697
554,1758595
232,8769300
75,9373688
3,0254099
4,1767372
,0073115
,8548830
6,1838544
14,0105851
,14679942
76,4781612
7,11204094
163,0119123
555,0120102
,0078349
36,0285742
3,0086143
3,1305583
12,0105402
102,1645089
29,11663480
30,11204372
516,12443930
3,0118749
3,11334312
,4429160
83,4054654
,2071508
556,0403508
54,0486946
557,10923392
6,0322802
9,3829266
145,0094947
184,0431308
6,0088333
165,0120627
,8752498
281,7136896
7,0147770
,0084287
,9242768
19,0310793
,7965440
,0270792
123,0374345
558,1727824
106,0345061
187,0059309
,14691616
,10036104
58,5696066
29,2330866
9,0289652
9,1694021
33,0106539
7,4224588
7,0060214
321,0084935
7,0164993
3,0053337
,7063210
145,0092995
,14182842
154,0085694
10,0080907
21,0280665
,5433600
77,3280262
50,4651410
,0488836
3,0114938
3,0432373
237,0106611
124,0089869
54,0473356
,1945805
,0094932
,0211387
559,6833470
225,10651850
,1488181
,1059793
3,0071360
77,1718915
,0386741
560,0318462
62,1341167
22,0322259
,0983977
27,0064940
54,0052948
,2498618
561,0944835
,15326988
562,1305797
39,0080516
,3652662
10,0206275
,9887580
,0476461
41,1396219
,3528906
9,0359013
,16117428
10,0107101
22,0051311
3,10676048
,5667286
,18949702
,9248972
3,0047878
134,4073890
133,0118799
83,3963816
7,0810784
,8110988
3,0115783
36,0112625
563,0073637
9,0467406
3,1881109
564,1656192
,10478532
,12913180
,1594972
3,1817771
27,0058983
565,0080934
39,0298130
3,0119848
,14681662
64,14161704
8,0088818
,9827834
36,5592248
13,0875149
19,6294892
,6296094
17,9742794
566,9056192
7,0030341
22,0098917
567,1615065
345,9586294
277,13368804
7,0058383
3,0198781
4,1747958
71,4382872
,10002230
,2459038
284,1650062
,1705952
203,1613750
,10343028
3,9301428
,5370130
3,0488962
548,0098350
3,0086776
,6332764
209,2025526
39,0108160
7,1273221
7,8409626
,15248702
