locationID,mID
104,2049543
3,1398426
,4575512
105,0116745
4,0260866
106,15430628
,16418896
40,9072352
12,1885325
,1731708
3,0109666
,6873692
3,1620449
7,1686812
,6967966
107,0072886
37,2365580
3,0095016
,5459168
3,0089274
4,0902290
108,3881026
109,0120689
3,0056869
,0078915
26,1551630
,15599258
3,2041331
3,0038338
3,2004420
,9075388
,1900893
10,0104412
9,1878942
110,0101258
,8342680
,10904676
,3748256
,9077198
,15773254
17,0099484
111,6814914
56,1324059
7,0066214
12,0087884
112,4565520
7,0058405
88,0252462
,0117397
68,3602976
41,6679794
44,0075620
3,0101669
3,7493366
,1861225
,13060796
19,0110759
113,0067334
,2563158
,4885916
,9218128
,0450843
3,0295914
,15470214
22,5439812
,0088491
9,0845746
,11364112
,5235880
,3748918
,10431262
3,0081249
4,7369550
64,2535470
114,11349196
3,0101615
3,2401798
3,7043012
115,0063678
116,0080486
,12446086
,2162709
61,5651338
37,0082085
,15331908
,5769154
117,0346491
3,1340773
100,0077405
,16409202
58,0097770
,14812782
118,0061856
8,9652888
70,0091341
119,1540133
58,0120390
17,5121816
,0054567
,0051063
,4920450
120,3103620
,9707580
7,0055894
,0164917
7,0110889
8,0119196
37,1085779
36,1095217
19,0144714
,7034108
121,1630029
7,0372532
,0347791
,1458674
,2434578
3,0437863
17,0067500
30,0762125
58,8110232
122,1104123
7,0059635
54,12226808
7,0078680
3,0078308
3,0086525
83,1778346
3,1389137
9,0113028
123,0926762
9,3528666
6,0077975
,0291341
,0406310
124,6902676
3,0037166
,8888656
4,0111252
,14362698
3,9054192
,3629520
3,0098382
58,0099108
3,0026663
,1674782
125,3513548
,4738776
88,0460810
,3977848
73,0430770
,2180271
,0401398
55,0317648
75,0097630
7,0082509
58,1135503
,0077065
4,0482572
,4905554
3,0361693
126,0068282
127,0084887
3,0893509
3,0053611
7,0069715
128,0482374
,5513260
,0363668
3,0058530
61,2090883
3,0041162
129,0080641
7,4123430
130,8561690
3,3176418
37,0185014
131,0858492
43,0086036
4,0064665
3,0102862
,6851660
3,0020629
83,3289712
3,2490326
,4922730
109,0109446
3,1212974
132,0354356
19,2131644
133,1046997
77,8385474
,6443526
22,2101441
3,0119887
73,0161083
4,1010271
40,0238546
83,18765420
,1204343
4,10126434
19,6490930
27,0054067
,14342730
3,0171356
3,0089200
,5534434
134,12550376
,2373094
135,0362942
,7089878
3,0120241
124,0403407
33,1340094
136,15214902
98,3688342
137,3696720
,12882620
138,13152186
139,0220261
68,0115759
140,14112080
94,2980210
,2055789
,7339862
68,0295178
,5198890
3,0421206
39,0145660
3,0036696
,15181094
141,11057644
12,0072271
43,1253864
142,8595586
,3893620
,6992978
,14408016
3,0350774
,4185364
3,0098143
100,0184894
,8585954
8,0217107
,9603082
,11460508
27,0090881
3,0050143
143,0119707
7,0072239
8,0107302
3,0026714
14,9272568
144,0265086
3,1828970
,8707436
,13130838
,14115938
145,0422720
,9000224
40,2390791
,0417503
,2652864
,0098492
,10998174
7,0120738
3,4925292
146,1031280
19,0046126
30,0050086
19,7040874
147,0052893
148,0120780
7,9861332
3,0449092
,0322645
8,0107978
149,0325655
9,0496436
40,5144174
3,0117008
,0166973
3,0050147
,10933680
95,12015102
8,13186604
3,1186370
,4112470
,16150204
150,0064546
19,0377713
151,6208148
4,0092493
,5372890
3,11274100
,6032812
152,6476140
3,0095655
19,0432348
7,1320296
,8387464
7,0086618
3,0094061
153,0065481
7,0366777
3,1748207
154,0075936
155,0118607
156,2719848
157,0041838
158,12466076
,0159901
,0166432
3,0080198
75,10071594
,2971572
,4025798
,1516172
3,0133412
159,0050419
30,0372884
,4622122
160,7765910
4,0981227
7,16304988
19,0113409
137,0109520
,2175563
135,10767720
,5021522
,1454909
36,1493815
3,0051744
7,1174732
,11394332
7,2334302
,0267657
,10986056
,12764628
,15830678
161,0065528
162,10399608
3,0033724
,14044212
,4964074
,4919268
154,0102048
36,2027136
4,10601552
19,5810122
163,0368709
30,0319115
3,0266000
19,0347304
64,1857842
,8396238
,7144296
164,1837703
165,3511124
140,2205697
4,0099653
166,14500584
,0079497
,8435324
27,2343793
,0051850
3,0092099
158,2051741
7,0056417
3,1844770
35,0046672
,0057546
4,0054531
37,2265534
,3985604
,9151274
7,3305308
3,0229480
,0079135
30,0113690
140,0091499
167,1528100
,0233298
168,0339412
169,1515091
7,1564585
36,0037098
170,6889090
,0302327
69,3169706
7,0090477
95,0087892
73,0103270
105,0107178
3,0041361
,10441822
9,0838800
171,14668630
,0025997
,11236218
33,0117060
3,0042097
,1814277
,0142244
88,8196068
82,10451914
3,0438315
,8530992
172,0075389
7,0795368
173,0108829
3,0043232
3,0052847
,7785420
88,0092746
4,0099204
19,0319524
,9679528
73,2446980
29,3516378
41,0048990
12,0098156
7,2402105
,5309954
,9056902
3,0119528
68,0109813
7,2552498
,2298281
36,3503406
100,0106087
32,1462758
,11737466
174,0059719
,16259122
,12485966
3,0116075
,5768992
37,0124595
,2357489
175,0085384
43,0073705
7,7721946
3,0100586
128,0082338
36,0078111
7,1366312
,15824142
7,0058100
,0093529
22,0451192
73,2560078
43,13521006
,6587046
3,0077745
3,0078277
7,0073629
,11053476
,0057786
80,1705118
176,0417397
19,1582507
,13968792
177,0357894
,12778644
19,0324013
27,0059168
178,0108188
7,0065597
4,1176251
98,12789558
,5238848
4,0770772
83,4537896
80,0327247
3,0393956
179,8580274
180,6288650
,6511722
83,0114694
,3654680
73,0093036
,6438108
4,0104573
9,0446013
7,8550732
9,0074737
32,0065569
,1758656
,4738760
19,0284978
3,0101912
,14538850
,1677709
34,6222118
181,6921996
52,0119640
3,0051758
58,0120728
,4594124
182,0085615
183,9410034
19,0192614
34,1470024
,17544246
27,0076584
,10370822
73,0304415
19,0107212
7,0069341
,15106860
4,0097328
3,0038669
37,0265349
,0455565
41,8178650
75,6990734
,8241768
36,12580982
9,14445366
,8524580
19,1895587
3,0068264
,6857180
14,16750728
184,0327679
41,0026029
185,6148156
43,0081617
128,2221648
85,0061655
,9015178
,15789038
186,1981115
19,0094137
158,15100070
19,1925493
3,12676326
9,0098645
7,1074218
4,7124092
3,0374526
,6012380
,0465657
,3654794
19,0085385
187,1440129
,4184878
3,4652650
,1181833
34,9815714
3,0120587
7,9052870
3,0350194
188,0072913
189,1167660
3,4520988
,15010292
53,4262980
3,0382932
3,14826022
190,0189456
4,0245573
4,0380687
34,1181795
3,0107211
3,0069298
4,14696284
191,0070047
192,9695722
75,4372390
7,0087924
,0147773
9,11394182
,0062585
,10671240
10,1001562
193,1684233
,6794476
194,0046992
7,0106084
6,0102900
27,0075984
,13680598
12,0185114
146,1723808
3,0253754
3,0069461
195,0078335
115,1565068
196,0470752
197,2708782
153,0070915
83,0077416
,7778680
3,0829297
198,0082146
187,0050356
140,3622592
,4776944
,0182646
77,0118583
64,0399102
,4729754
,8545540
,2369205
,7923612
27,0067434
148,0276816
7,2710826
,2575678
3,0039589
88,0266915
199,0100234
,9293522
3,1392197
200,3069758
4,4019560
,5795144
8,17624610
,4938374
201,0499097
4,8372298
172,0070040
41,0837106
122,0450259
8,2315596
,11858890
,9472532
,6157190
9,0134630
,9695682
7,0188453
,6263850
184,0082348
202,3576728
39,0120788
36,1684927
203,1015474
128,4911996
204,7657566
6,0121164
4,0053172
,16248012
205,0082309
,9288892
7,1285305
,10699044
,10635210
3,0022208
154,0113321
58,0089997
,10461542
206,5617312
,8390502
158,14639598
36,1535970
207,5442430
9,8816194
,14057604
3,0074670
43,9731682
,14513804
,15842078
208,0893412
58,1018818
,0088748
88,0064100
54,0087985
3,0112438
,1073668
4,0465624
,18079796
47,0105391
,15564662
209,1588170
15,1781896
,10872880
4,1407084
210,0064045
4,1458902
12,4109756
4,0040705
7,0062168
58,0118954
3,0086789
175,9686350
8,4276820
211,0327437
158,6942048
212,0069947
3,3905764
189,8217188
27,0068206
213,7029854
3,7894510
154,0469062
22,7703924
140,0228183
,7845932
64,1587000
7,0057918
4,0053604
59,0071838
214,1680045
148,1262416
7,15548144
3,9620288
109,0132477
7,0455499
,9116358
19,0363282
,10505002
3,0058953
,7941892
148,11375842
3,0051221
110,0094059
,1971365
12,0049261
215,2090465
7,0095159
53,0055198
,9288776
216,0091886
9,0343818
140,0265087
9,6316816
,3148834
96,7909878
3,2039393
4,0758766
58,5247022
88,0118063
3,0900357
8,9357050
3,1185266
34,0411806
,11563364
95,6656262
3,10731256
,17050858
,12595378
217,0312549
75,1400526
15,8322060
218,1436562
167,3896100
,1235827
9,1601913
,13405778
96,1846197
219,0084776
36,0910905
8,10857164
4,0814365
27,8594376
,4727692
153,14375970
58,0247091
220,0128378
221,0073170
203,0365478
,1272051
3,0219105
83,6264182
,16480014
3,0056262
3,0037280
,4768656
,1691917
222,1129442
173,0080408
29,12491064
102,0453446
,1034818
3,0411475
,0419449
,14096132
,11151336
64,0340110
,0298148
3,0257756
223,6723592
3,5113086
224,0418455
,8250240
4,3203616
,13309742
225,14035242
226,12536294
3,11674948
,8010354
3,0234817
,10933008
,5770864
3,0014429
227,0467110
7,0081838
3,2948372
,15209992
12,4514660
58,0088116
12,1196124
30,0073896
3,0061173
4,0114733
36,1119191
33,8753438
,2091478
,0407236
41,11260832
19,0117913
203,0470000
71,7153488
40,14418052
16,14190592
3,0104922
194,0047162
3,0104850
4,0112585
,1517216
10,6722726
,8205060
,0380862
,5779650
,16604100
3,0202402
3,0034272
36,2404465
12,8510350
,10730776
3,0093793
54,0484831
21,2404311
228,2802154
8,1200263
7,0064704
229,0119227
,1531804
12,0110950
19,1386691
54,1403865
3,0087507
230,0109045
,3986420
7,15407098
,12682080
,1125254
130,7308086
30,0309150
3,0055798
231,0102690
,0112985
203,1971325
21,0070359
3,0041947
,1891923
,18556330
4,9185066
39,0147800
30,0810922
232,4288674
233,0077223
4,0129672
234,0053804
,8956324
8,0146984
82,5542802
7,1020530
64,7336182
7,0116684
6,0107131
7,0475380
,1308138
,8236544
82,10648714
3,1266036
8,2119543
3,0031762
,5430544
3,0032520
3,0206285
235,0114048
,4961498
7,0060548
,4791314
,13690576
236,0084589
3,3534842
,16421392
,1683043
,13139228
3,0037008
203,1053859
237,0061810
124,0220906
,0383122
39,0278435
10,0103919
4,0116756
47,5451118
149,0485976
62,0068675
12,0146838
,15560626
19,0088476
,12477480
7,0294594
4,7755856
,5205040
94,0320661
3,0100156
19,0805564
8,1047540
,0084980
48,3262342
3,0028346
9,1496025
238,3802576
239,4500922
3,0022827
10,0085346
,0076276
88,0082122
19,0399327
21,0118604
146,11388416
240,10333426
10,5462602
7,0117991
,6314690
3,10047958
,12026524
3,0111143
,10364272
,10773384
,16729514
7,0071391
241,0076119
3,0119137
,9664948
,10682000
242,0080377
54,1470023
243,1864750
244,0425379
,2025506
,11815104
3,1741273
,15690300
3,0047209
73,8946378
3,2609778
,1595833
245,0491175
78,0274117
76,0402399
7,2572632
,1893189
,11010074
7,0452643
246,1717715
121,8760708
4,0252076
,2303077
247,0073206
,14518284
3,0064603
3,0019824
248,5963066
7,14466362
46,0073605
97,2193265
249,0042276
112,0190524
250,0054099
,12615474
3,0104187
220,9399222
3,0841046
7,0067630
116,0066104
,4855868
149,1407972
4,0070666
7,10638036
,7280786
,3899154
3,0060445
251,0367882
,5595238
3,0081751
,0114709
19,0367344
36,1214962
252,0080180
9,0138959
27,0109592
122,1975269
253,3962210
,8737152
3,0114187
122,1050057
,14779182
3,0056943
3,0073835
12,1946502
,5080046
,0330859
,18601788
254,0101640
3,0109442
,3014650
158,14810626
4,0375173
12,3778010
7,1266029
,7017702
36,0114554
3,0048977
64,14174940
4,0084412
53,1313104
3,0085167
,15255876
255,6121426
69,1440292
35,0250698
140,1392170
19,2330322
,2189801
3,0072410
140,1778924
8,1951264
3,0062974
,12228120
256,0808276
19,0427969
3,0058262
3,6846978
7,0065851
239,11946300
36,1232829
3,0100581
89,0115243
68,2069955
15,10147910
,11994750
7,0050894
36,1541160
4,2053463
27,0047630
3,0155350
257,0129332
3,0066952
,1707823
3,0089629
258,0104507
7,0293508
227,0049314
44,2320524
7,0241383
201,3300572
,0277334
7,1655420
151,10533570
41,8237272
,4443784
3,0280477
155,0112401
148,6017942
259,0091059
260,6386748
4,0108065
,0487176
43,1840417
4,0161081
3,2473682
149,0102562
64,8751928
261,7374952
9,0268579
3,0094006
19,0103417
149,3700804
,16088568
4,0080360
3,0075513
187,0120751
262,0050212
21,2995858
3,0084945
,10938564
,0164226
3,0039404
,11917456
3,0100797
263,12616480
,5194726
3,0095256
234,0177606
,1404635
,14728056
3,0323939
,2409302
3,0093628
7,4560008
4,0268695
,10096842
146,11535358
,0220450
100,6087426
3,0058283
7,0025748
8,4532038
,12151820
77,0445922
7,4106514
53,1128075
,13660938
7,0087803
264,15249262
,6905446
53,0468820
43,0945513
77,11188624
9,1258157
115,0073470
,2332579
265,9421200
212,10537660
7,0163437
,12787170
,8430054
,0142247
3,0100403
266,5690810
,8083832
7,0103848
3,0088414
3,0095296
39,1334537
12,0117038
58,0356680
,7335796
203,4616014
3,0030202
267,0332452
7,1879016
,7826276
268,0046942
122,6495770
39,0165361
7,0069024
7,7460806
34,2333804
19,2990140
7,0115321
7,9639470
47,1692504
3,0039017
202,12844910
269,0046754
7,8635092
4,0804497
,10569922
100,11866324
270,0307479
7,0104666
,8332802
,1086797
82,4935200
271,0247425
3,0203940
22,0062380
7,0075334
22,0044672
30,0119892
21,0054156
3,0106856
209,1155053
272,0066549
4,0078754
3,0023293
,0097661
3,0077534
,11081050
273,1482859
163,6269368
33,0060959
,15361028
96,0012364
7,0086310
273,0070290
3,0345074
,0808417
7,0051435
,9074574
73,1107860
58,0094021
3,0021815
3,0033922
242,0075860
4,0087781
36,3203606
7,0047706
3,0093409
,0438097
21,0049875
,11237876
10,0119572
3,0271668
7,1311699
7,0068030
3,5688932
,3746824
30,10555544
218,0861739
75,1017456
7,0063285
209,7095654
7,0422272
36,1320244
,4900708
,3910736
3,0091339
27,0096125
274,0104839
3,0037248
4,0110932
,1259998
275,0128278
10,2752772
,14577304
,0066707
,9355200
75,1745588
276,0413893
277,0087553
173,1153095
216,0059956
,8360352
3,1282140
9,4864624
,0123950
9,0160236
278,1247640
,1830809
3,0120888
3,0068271
3,0037024
3,0114663
27,0068367
,0288380
,3918368
,8728970
48,0053250
279,0115940
203,2555426
,6703486
76,0057128
88,5445074
43,0145681
36,1321511
,12223548
,11311754
19,0075995
88,5575918
7,0050280
,0910865
6,0116353
7,0452568
3,0051654
280,0111653
3,0088944
7,0070423
83,4577344
,0785035
3,2103188
,7921292
,1891905
,14412446
,2241982
,8123618
281,0014142
3,0116552
3,1620446
9,6852534
3,0069097
3,0077834
203,6189022
,12892186
88,0118665
,3294732
3,1679335
64,1345772
,13130760
62,0061653
,1422651
3,1489887
190,0106341
4,4866448
4,0101420
,0044750
282,0978764
30,0088000
,15253376
3,6492158
,0238429
26,0073747
175,0083908
,6340502
3,0066728
7,0101329
,6423026
283,0109579
284,1951095
3,0044789
,10160742
3,0127045
,3602528
,2006120
7,0059076
3,0104928
4,0087755
8,0083064
3,0068132
,0293913
3,0497972
9,5481404
,2924392
,1235529
,18815410
41,0866439
3,0068408
137,0087957
7,0497298
,2518876
37,10731768
,14527610
19,8242084
64,4443658
,0092048
73,10843306
53,0057565
12,0120800
285,0116621
,12354974
3,0069754
8,0081060
64,12037194
,11058408
54,0228333
,8013750
286,0363226
177,0439533
,0094449
3,0093853
36,1183251
7,0100944
39,0099819
7,12550060
6,0089218
,0067061
287,0071566
36,1790864
43,0114367
10,6053440
288,0102368
3,0064923
58,0311110
7,1634121
58,0128442
3,0063819
3,0887892
9,0243069
3,0067588
135,6288694
220,0062038
3,0195685
41,0083791
,10952012
289,13157722
8,3588588
154,0109951
165,14021890
7,6162808
,5092380
249,1341188
64,0290747
3,1523939
3,0047577
,13650600
3,0460898
,4876334
149,0085127
135,0974583
4,0164912
,9860690
,12099444
,3116154
172,0054847
109,0119978
100,0134618
30,0867334
290,7280898
,0162945
73,0338466
3,0075433
,8760670
291,0078343
292,0113189
21,10407272
,1436045
39,1856080
77,1865567
4,0099939
,4141368
293,0057295
7,10313806
77,0087452
194,0043379
215,0094850
,15829804
228,1905040
36,0453467
3,0118787
3,0101862
22,0289765
215,9714030
130,0401933
,14190586
3,0118798
294,0055093
83,9784798
,13814180
158,3142872
,1936532
3,11225626
27,0055382
,12571272
61,0062803
,1287391
15,0462504
12,2201548
43,0368794
8,0092216
,0143353
77,2347497
4,0367089
22,0113501
154,0337978
4,0101694
30,0089643
19,0259446
,0004134
4,3316960
,3120408
,12587622
295,0293662
8,11324406
9,6491178
,15499118
296,1422020
56,3175038
4,0115781
297,3553442
298,1392190
3,0079116
30,0088587
3,0032145
3,0168071
3,0102915
299,0071249
128,0110598
,0420251
3,0073240
128,1034314
3,0110216
,8881732
3,8550054
5,0120618
54,1185431
,7639528
3,7959500
137,0988083
,0350869
300,5941692
3,0096117
,0240500
59,1566637
17,2409818
4,0068833
301,0110963
121,0251504
97,5592796
,0061238
,0424279
,13872244
3,0078681
4,0426931
6,0113862
220,0267287
21,11967116
9,0186183
,0152524
12,0814106
302,0096073
146,0076843
,11873472
3,0083511
12,0102517
17,4964788
,8524650
303,0089670
19,5919756
3,4381236
3,0107819
27,0090009
,0282975
3,0960890
9,15716528
304,11895484
3,0335563
3,0113074
,10946316
3,5253282
3,2872718
,8150728
3,0094447
,4780496
7,0494238
3,0036855
305,13289298
6,5340300
,6794504
3,1866249
3,0083866
145,0041719
137,0113749
3,0101005
36,1124037
3,0056993
8,0264323
173,1571222
278,8291224
306,0283509
7,0066344
88,0120434
3,0117333
80,0481536
281,12672620
307,0179183
8,0097441
,15734120
,10724982
3,0047885
19,0225071
3,0095742
3,0426459
,0210413
209,1666217
112,1617620
194,0084814
308,7886936
309,0111495
3,0094846
310,0095304
,1868555
172,0068352
53,0113142
19,10160886
202,2461132
3,0063925
3,1640218
3,1411238
3,0100828
5,0045891
,7420880
51,5013688
3,5451690
,5156582
54,5420210
311,0061495
3,0219854
312,2149360
19,3496372
36,3393786
,11707320
,0944093
313,10569810
314,0062639
315,0045061
3,1720621
,13884144
3,1171222
,18259086
,1430607
,13192574
7,0472160
3,4028442
140,5027774
,15456878
127,0458525
,2283748
27,0093043
7,1587299
41,1924394
3,0032762
,0073324
,15140382
3,6850820
4,0011130
4,0075930
3,1201167
3,0092857
21,0116242
4,2361509
,0478833
,2340678
,8810204
41,0094500
3,0498348
,2528254
,14186670
121,2652118
,3554580
3,0247113
,6149054
3,0032247
9,3592718
3,2429074
22,0082089
3,2281159
316,8489384
,11563070
19,0144117
47,0023563
53,0976060
22,0246464
227,3266284
3,0090180
3,0083717
55,6146586
58,0250081
237,0055928
3,5912454
223,11636880
9,0355954
4,1645080
43,4546694
,10777682
7,0096895
3,0066995
3,0039761
4,13821126
77,2226162
317,4686844
3,0425253
,14928512
,10715446
37,0114576
3,0222851
4,1464586
10,0096094
12,0069994
21,10545704
30,0042897
53,8075192
,1433775
45,5752606
263,5235348
54,10556022
318,11856246
239,9831136
,0931112
77,11851548
8,12585076
319,3741700
320,13317454
7,0081613
,13269670
4,8179470
4,2543336
,13694706
,15205498
4,0051406
168,0100129
112,0443559
4,4257962
10,0117381
3,0120794
,4307880
128,0301454
321,10937004
,13174740
,0096159
,1704619
322,2316204
323,11353050
54,0065760
9,2545440
100,0033627
12,0062190
27,1961175
,0442647
165,2069797
27,0293019
107,3460252
,0107692
22,0441774
324,0064728
,10449052
194,0090455
,14825972
,8820258
4,2293640
158,0057076
203,11755740
3,0112572
3,0053291
3,0037549
3,0317303
3,0120836
37,1232783
81,14209916
325,0074899
4,0109842
3,0107091
326,5301942
,1135081
,0122336
19,0125454
8,7149916
88,0106922
3,0115624
,9458372
,0429589
3,0114069
154,0165859
4,0118883
173,12263384
4,1319722
59,0102713
94,0762121
,14849728
3,7682204
7,0482546
10,0088128
76,0110443
,9026524
,5889204
3,0819755
9,3068192
,16026746
3,0113451
3,0037913
,0404977
122,2911674
,2332623
,1142978
,0131190
40,2452200
327,8718158
4,0070903
,14557188
140,0112950
51,0273689
4,0094291
19,0377092
158,9244578
21,0052571
328,0069212
4,0112288
41,8579674
12,18411622
,0314166
3,0097004
7,3731688
148,0077248
329,10657812
17,0177747
29,9759978
295,6675244
,1043842
12,14298328
22,0089572
4,1912398
73,0077355
316,0067333
,13507778
184,0102802
,0039337
3,0166276
190,4167720
9,0929629
3,0088263
330,0283288
331,0098180
4,1692486
37,6063050
,0075850
99,0365737
,7317866
12,0151804
3,0055946
332,0079946
4,0091541
9,3794354
36,0094761
333,0056264
,0070968
3,0386078
58,0407304
22,0091898
278,1273235
3,0385267
7,0974014
,12291822
190,0094152
9,0404364
,2511044
81,2126362
3,1532503
32,1840911
,0202206
163,5843780
209,2070649
79,3345472
4,0091306
19,3760922
3,1780967
334,3282076
3,0398027
190,1918734
220,9526784
3,0326769
39,0071824
8,0805526
335,1446714
109,3758852
,2362866
,0159567
,16341212
50,0104376
,6523526
19,0078908
10,0088936
3,3554046
,9769808
,8641728
,1625724
,0318403
,7798990
,0354468
,1555093
,10375094
3,6556576
3,1433108
3,0048140
19,6882202
,0879874
3,2398241
336,0091572
3,0117468
3,0114108
,11429386
3,2388725
337,0190865
30,0825283
,4051850
134,14773642
9,1316622
10,0086200
124,0834001
10,0107286
,0823463
,11425668
36,6172666
3,0021884
9,0066630
7,1411232
,3391176
7,1014759
338,14838040
12,5124396
3,0277434
,3184708
339,0043265
4,0082402
3,0479792
40,0095993
140,0078841
4,0809504
340,0073582
4,0280486
,0216651
3,1912996
3,0084234
19,9143112
30,0101412
36,0411951
19,15978102
341,8811032
244,0400156
,2381375
19,0423977
,8487786
163,7014356
,8914492
4,3972398
,15017118
165,6984230
342,2404181
4,0480249
7,2235779
,1083844
4,1658801
343,5109280
62,0067345
167,0800320
3,3280916
21,0071381
,3317522
7,1825157
,11027510
332,11199132
,14934060
10,4651520
158,9114372
17,13066182
14,1641841
,0291492
344,0067950
345,0473444
,8114548
346,3089778
9,11233960
277,0317198
22,1615918
347,0116409
225,0085159
3,0104083
68,0096576
7,1478964
,10508838
7,0071550
54,2011276
27,10935560
4,0120531
56,2350496
64,1132600
348,3625516
,9058654
3,14499632
10,0107985
34,10323676
,10622136
8,3016748
9,0777269
3,0093991
,8801708
,11180176
,15339204
26,0093800
59,4147780
3,0096316
6,3203528
3,0337592
37,4462372
83,0099377
3,0037642
230,0455824
7,2061712
3,0167720
222,3480556
54,0104321
349,0219171
19,2345567
350,0343737
3,0038718
6,6820324
,3847642
286,14039582
,0996695
39,0111756
19,0094964
,14251550
7,0058182
9,0338337
,4419684
159,0100112
4,0097123
351,2400275
352,3478962
,13174750
7,7350790
3,0100507
19,0462219
3,0113674
33,0119683
,0810892
22,1144884
,4435072
353,0060400
354,0090130
27,0064904
110,0096114
149,0108656
4,0115644
19,4667888
36,0116508
355,1020773
,4332798
,9580138
271,0282209
356,0961119
59,0141098
357,1343727
68,0058525
3,0092848
3,0448179
,8575060
249,0062153
358,8108202
,1756534
,0355315
36,1042877
61,0048393
4,0050083
359,8108198
3,0804492
145,0046911
12,0110186
360,0061075
58,0118887
361,7846844
362,2725962
,1984130
4,5112578
30,0093605
3,0099524
146,0086216
,10850888
,13119282
22,10037014
332,0113819
363,0154420
,6257174
30,0800003
7,0075512
64,1438534
,0161634
109,0092809
7,1023464
,12305588
7,0054084
43,0095871
9,0115610
37,3224458
,12719686
4,0358082
54,4472508
3,7004134
,1604560
,12432936
4,9784708
98,1240982
,7161312
19,0274298
154,0163187
37,1241316
7,3434132
364,4773278
,13558022
365,0963178
3,1523483
197,6474040
158,5768632
84,0114126
,3077530
3,0255819
9,15180910
226,6436726
55,2799166
19,0065591
,14338322
50,14412366
366,6836734
7,2980516
3,0105809
,8084058
43,6010628
224,8386958
,0093743
6,0758758
148,11096888
,1256535
21,0401711
,18330034
3,0102757
3,9864800
3,0051114
,0092106
123,0103105
3,0284050
,19177348
,1728863
4,0098309
7,0072684
3,0286716
4,3960240
,0166813
,13139218
,6921882
3,0076137
218,0441048
3,0042004
,13432484
367,0082363
357,1911662
,10340028
68,0177789
21,0069404
3,0074236
,0103285
,1841321
,9314984
54,0105813
182,0061405
